robins_lat,robins_long
-6.75217,281.575
-6.75204,195.544
-6.75199,1.44785
-6.7519,220.231
-6.75186,331.203
-6.75176,97.0823
-6.75156,101.862
-6.75156,151.355
-6.7515,48.4719
-6.7513,74.6895
-6.75119,143.916
-6.75113,214.707
-6.75111,349.496
-6.75093,21.6272
-6.75088,274.795
-6.75072,256.391
-6.75068,115.555
-6.7505,105.743
-6.75048,114.16
-6.75038,262.041
-6.75032,70.4697
-6.75024,2.63853
-6.75018,260.091
-6.75003,352.342
-6.74996,107.599
-6.74984,69.5906
-6.74978,26.0244
-6.74975,72.4427
-6.7497,137.836
-6.7497,90.752
-6.74963,138.89
-6.74949,240.806
-6.74947,110.653
-6.74936,206.939
-6.74933,76.0851
-6.74927,288.314
-6.74921,279.337
-6.74916,165.779
-6.74911,99.1566
-6.7488,213.756
-6.74873,279.693
-6.74869,208.813
-6.74816,133.961
-6.74796,239.586
-6.74789,255.478
-6.74787,72.1509
-6.74778,186.343
-6.74777,167.567
-6.74753,80.0247
-6.74745,176.263
-6.74739,63.5058
-6.74721,279.495
-6.74719,44.4769
-6.74695,220.304
-6.74693,101.96
-6.74687,333.383
-6.74685,358.939
-6.74654,267.123
-6.74648,129.775
-6.74644,78.9976
-6.74641,20.6027
-6.74624,62.0374
-6.74621,212.535
-6.74619,32.3931
-6.7461,190.692
-6.74588,30.6429
-6.74581,76.6118
-6.74576,93.6466
-6.74557,286.121
-6.74557,78.7527
-6.74543,93.1114
-6.74537,264.945
-6.74531,187.096
-6.74524,30.7211
-6.74524,133.291
-6.74512,24.3229
-6.74507,23.442
-6.74501,26.6843
-6.745,175.361
-6.74487,254.67
-6.74479,273.667
-6.74476,14.4023
-6.74475,174.612
-6.74472,176.559
-6.74464,214.559
-6.74449,331.136
-6.74426,2.71668
-6.74418,353.854
-6.744,137.655
-6.74375,39.0605
-6.74371,161.465
-6.74367,176.207
-6.74365,142.179
-6.74328,40.5577
-6.74317,141.234
-6.74312,344.547
-6.74312,3.0419
-6.74311,213.009
-6.74307,295.864
-6.74287,239.639
-6.74284,135.822
-6.74273,105.888
-6.74265,332.998
-6.74264,147.564
-6.74257,193.754
-6.74255,109.683
-6.74251,233.493
-6.7425,198.553
-6.74247,141.056
-6.74237,28.6858
-6.74233,231.706
-6.74224,21.0133
-6.74214,269.854
-6.74203,33.375
-6.74189,157.558
-6.74167,75.2057
-6.74162,78.9216
-6.74146,228.679
-6.74141,56.3395
-6.74134,344.945
-6.74133,222.913
-6.74133,30.3826
-6.74133,175.507
-6.74116,185.811
-6.74111,247.537
-6.74089,273.4
-6.74082,43.5739
-6.74053,101.752
-6.7404,149.146
-6.7404,157.288
-6.74037,213.18
-6.74019,156.509
-6.74006,30.4495
-6.74006,46.117
-6.74001,90.2578
-6.73995,330.953
-6.73991,75.3771
-6.73976,115.729
-6.73931,9.42253
-6.73926,350.437
-6.73923,114.086
-6.73912,18.9255
-6.73907,212.487
-6.73905,71.8853
-6.73891,31.5961
-6.73889,199.508
-6.73889,145.14
-6.73888,285.089
-6.73886,205.387
-6.73886,28.7842
-6.73885,99.5983
-6.73819,54.5518
-6.7379,148.836
-6.73788,39.9659
-6.73782,359.9
-6.73771,85.4544
-6.73769,0.102321
-6.7374,59.2235
-6.73739,278.772
-6.73739,28.8622
-6.73732,80.11
-6.73706,279.874
-6.73677,213.823
-6.73668,267.018
-6.73656,146.779
-6.73655,223.893
-6.73654,280.305
-6.73651,117.122
-6.73634,84.2809
-6.73634,100.57
-6.73623,187.711
-6.73582,166.518
-6.73574,130.083
-6.7357,298.739
-6.73568,106.395
-6.73563,90.3285
-6.73562,279.272
-6.73553,129.819
-6.73549,7.75398
-6.73536,66.6335
-6.73529,175.053
-6.73529,136.618
-6.73528,161.527
-6.73526,126.828
-6.73505,194.3
-6.73502,212.284
-6.73495,93.6954
-6.73489,274.573
-6.73477,204.526
-6.73458,24.5131
-6.73448,31.9241
-6.73445,26.7892
-6.73435,349.914
-6.73434,184.198
-6.73429,349.495
-6.73426,69.4068
-6.73414,307.788
-6.73405,100.933
-6.73402,17.6851
-6.73389,332.807
-6.73386,301.112
-6.73378,143.147
-6.73373,182.53
-6.73369,87.8227
-6.73368,345.129
-6.73364,199.601
-6.73349,128.131
-6.73343,100.797
-6.73335,125.864
-6.73333,72.9726
-6.73311,350.896
-6.73309,152.664
-6.73297,191.765
-6.73296,241.05
-6.73289,86.9214
-6.73285,274.154
-6.73284,109.91
-6.73273,109.178
-6.7326,176.754
-6.73257,225.809
-6.73249,143.544
-6.73237,13.478
-6.73235,70.8616
-6.7323,22.2295
-6.73203,136.966
-6.73181,1.18277
-6.73153,172.897
-6.73145,135.407
-6.73142,14.0474
-6.73123,357.718
-6.73112,142.024
-6.73098,93.43
-6.73092,332.23
-6.73091,143.236
-6.73089,343.039
-6.73065,352.991
-6.73056,14.5468
-6.7305,45.6283
-6.73038,207.146
-6.73024,205.96
-6.73017,287.955
-6.73001,223.349
-6.7299,199.181
-6.72984,165.952
-6.72966,236.675
-6.72956,230.972
-6.72954,240.919
-6.72951,355.233
-6.72944,161.84
-6.7293,285.834
-6.72929,276.234
-6.72929,140.84
-6.7292,94.4692
-6.72919,19.139
-6.72916,153.98
-6.7291,68.0303
-6.72902,13.7445
-6.72893,167.907
-6.72891,206.635
-6.7289,242.06
-6.72887,142.24
-6.72878,120.03
-6.7287,219.583
-6.72867,285.285
-6.72865,231.817
-6.72853,331.224
-6.72846,66.1945
-6.72838,176.67
-6.72836,71.9551
-6.72805,256.467
-6.72796,144.381
-6.72787,116.868
-6.72786,210.812
-6.72767,166.849
-6.72763,341.524
-6.72745,131.396
-6.72727,124.303
-6.72719,161.957
-6.72706,352.524
-6.72686,43.0155
-6.72685,232.264
-6.72682,13.6624
-6.72681,98.2697
-6.72678,351.666
-6.72639,32.0066
-6.72616,40.5995
-6.72613,282.833
-6.72608,152.057
-6.72594,354.851
-6.72567,59.0732
-6.72558,124.187
-6.72552,219.725
-6.72546,78.225
-6.72532,95.5775
-6.72514,79.8902
-6.72498,248.303
-6.72489,195.819
-6.72486,112.83
-6.72465,231.62
-6.72464,349.603
-6.72444,76.1433
-6.72441,323.841
-6.7243,194.528
-6.7243,209.121
-6.72426,315.95
-6.72419,118.874
-6.7241,312.603
-6.72401,77.5624
-6.72397,128.251
-6.72394,176.344
-6.7239,192.841
-6.72371,8.00747
-6.7237,110.869
-6.72358,177.062
-6.72347,23.1343
-6.72342,127.505
-6.7233,154.85
-6.72328,271.961
-6.72315,190.073
-6.72309,118.99
-6.72305,356.582
-6.72283,229.684
-6.72278,144.614
-6.7226,345.167
-6.72229,186.324
-6.72228,166.074
-6.72199,162.27
-6.72192,192.659
-6.72191,214.195
-6.72168,345.073
-6.72152,137.907
-6.72148,11.729
-6.72142,229.126
-6.7214,159.447
-6.72136,136.553
-6.72127,331.162
-6.72107,183.917
-6.72083,223.156
-6.72077,343.548
-6.72077,24.3407
-6.7207,205.424
-6.72063,358.451
-6.72061,163.796
-6.72057,127.985
-6.72045,24.7308
-6.72042,195.451
-6.72025,99.7018
-6.72013,66.841
-6.72012,106.447
-6.72003,20.8352
-6.71999,343.93
-6.71995,79.0426
-6.71986,288.247
-6.7198,66.3136
-6.71978,80.4462
-6.71971,271.253
-6.71969,198.288
-6.71964,224.846
-6.71956,72.2905
-6.71938,204.686
-6.71931,97.2077
-6.71908,274.09
-6.71905,339.215
-6.71896,116.054
-6.71889,254.81
-6.71883,30.694
-6.71877,142.63
-6.71874,319.946
-6.71866,127.765
-6.71863,143.108
-6.71859,90.6959
-6.71848,162.452
-6.71847,218.674
-6.71843,246.846
-6.71837,78.7714
-6.71828,298.403
-6.71818,255.572
-6.71804,344.031
-6.71801,119.707
-6.71768,190.39
-6.71737,2.8287
-6.71725,154.759
-6.71724,33.4133
-6.71702,99.5988
-6.71693,343.303
-6.71665,93.7742
-6.71664,2.76472
-6.71657,28.3349
-6.71656,132.66
-6.71649,70.1721
-6.71648,238.324
-6.7164,175.223
-6.71619,222.127
-6.71615,355.476
-6.71611,98.3887
-6.71605,114.488
-6.71585,205.559
-6.71578,122.943
-6.71575,153.335
-6.71571,312.989
-6.71571,273.193
-6.71565,264.303
-6.7156,64.801
-6.71551,208.655
-6.71541,162.105
-6.7154,154.356
-6.71529,138.163
-6.71518,75.2659
-6.71502,224.255
-6.71497,10.7127
-6.71466,26.9239
-6.71464,98.5784
-6.71461,109.197
-6.71459,10.7015
-6.7145,77.7307
-6.71396,14.2485
-6.71393,116.711
-6.71386,73.3584
-6.71383,157.976
-6.71382,125.303
-6.71365,204.215
-6.7134,142.962
-6.71335,116.181
-6.71332,17.6568
-6.71319,207.075
-6.71305,354.314
-6.71301,77.8014
-6.71298,258.401
-6.71297,20.3342
-6.71293,81.0944
-6.71288,1.4961
-6.71288,154.994
-6.7127,78.3418
-6.71265,193.09
-6.71265,149.873
-6.7126,242.091
-6.71237,350.758
-6.7123,183.163
-6.71218,128.875
-6.71217,147.074
-6.7121,206.885
-6.71196,168.659
-6.71176,8.37474
-6.71141,296.832
-6.71138,213.352
-6.71134,205.101
-6.71129,286.503
-6.71126,48.2861
-6.71119,202.104
-6.71113,211.6
-6.711,232.87
-6.71088,108.793
-6.71087,157.346
-6.71068,203.75
-6.71063,121.502
-6.71043,216.933
-6.7104,168.192
-6.71023,185.951
-6.7099,301.047
-6.70989,355.551
-6.70978,126.522
-6.70965,296.112
-6.70959,318.376
-6.7095,220.044
-6.70927,227.593
-6.70926,6.89334
-6.70926,126.351
-6.70919,89.9077
-6.70908,246.01
-6.70905,231.755
-6.70904,128.75
-6.709,141.295
-6.70891,255.061
-6.70869,69.9379
-6.70868,154.246
-6.70858,38.8819
-6.70847,208.855
-6.70837,20.6681
-6.70831,3.51958
-6.70826,166.364
-6.70824,208.788
-6.708,175.004
-6.70784,67.4535
-6.70784,178.48
-6.70776,93.285
-6.70773,356.407
-6.7077,300.546
-6.70761,185.254
-6.70734,52.3833
-6.70702,119.555
-6.70701,132.577
-6.70699,175.575
-6.70694,233.346
-6.70694,21.4876
-6.70692,332.654
-6.70674,9.28242
-6.7065,178.421
-6.70649,71.6955
-6.70641,207.417
-6.70616,173.227
-6.70614,2.52915
-6.70605,265.568
-6.70605,67.8895
-6.70593,93.6648
-6.70572,109.558
-6.70568,0.758945
-6.70567,12.6683
-6.70559,86.607
-6.70557,125.714
-6.70547,71.1864
-6.70541,208.421
-6.70541,258.288
-6.70525,188.57
-6.70524,354.646
-6.70517,297.784
-6.70512,261.189
-6.70512,13.8542
-6.7051,72.5004
-6.70507,264.942
-6.70496,253.904
-6.70468,153.241
-6.70456,145.013
-6.70445,177.863
-6.70428,240.807
-6.70424,332.427
-6.70414,77.5554
-6.70395,167.017
-6.70388,90.1089
-6.70376,173.747
-6.70359,246.638
-6.70354,118.926
-6.70348,147.732
-6.70329,183.282
-6.70329,24.4998
-6.7032,206.695
-6.70317,345.362
-6.70302,174.739
-6.70291,99.9113
-6.70274,350.897
-6.70249,23.3603
-6.70242,12.4998
-6.70228,344.602
-6.70228,2.66686
-6.70227,100.528
-6.70225,104.341
-6.70222,143.285
-6.70217,241.461
-6.70217,202.025
-6.70216,76.6424
-6.70213,250.806
-6.70187,209.225
-6.70186,215.679
-6.70183,213.946
-6.70172,140.354
-6.70157,100.048
-6.70155,175.004
-6.70155,142.862
-6.70154,184.553
-6.70152,152.336
-6.70151,308.941
-6.70144,125.657
-6.70126,216.993
-6.70101,274.491
-6.70093,43.0399
-6.70083,356.253
-6.70075,58.916
-6.70069,288.268
-6.70068,77.9234
-6.70065,117.98
-6.70059,210.029
-6.70057,26.0303
-6.70057,81.8816
-6.7004,298.865
-6.70034,326.429
-6.70027,129.645
-6.70014,207.166
-6.70013,0.82434
-6.69985,229.312
-6.69943,119.632
-6.6993,193.44
-6.69917,141.979
-6.69902,166.944
-6.69897,196.462
-6.69895,228.138
-6.69893,165.689
-6.69877,2.57565
-6.69863,138.923
-6.69859,93.3228
-6.69858,162.644
-6.69858,100.654
-6.69857,55.209
-6.69842,45.6886
-6.6984,203.287
-6.69837,212.174
-6.69833,300.627
-6.69831,220.202
-6.6983,135.428
-6.69829,308.368
-6.69821,357.048
-6.69819,203.896
-6.69817,355.819
-6.69795,75.3417
-6.69792,8.23288
-6.69786,28.1788
-6.69781,143.997
-6.69767,93.8257
-6.69766,13.3727
-6.69755,267.751
-6.69755,222.692
-6.69751,202.39
-6.69747,248.128
-6.69745,258.96
-6.69721,159.354
-6.69713,254.59
-6.69709,70.5168
-6.69705,2.89776
-6.69662,136.747
-6.69655,313.248
-6.69649,56.205
-6.69637,0.695418
-6.69637,17.1599
-6.69632,125.403
-6.6963,28.6891
-6.69619,39.5897
-6.69609,146.567
-6.69598,94.0136
-6.69593,75.9791
-6.6959,77.4751
-6.69586,337.926
-6.6958,74.4512
-6.69571,319.615
-6.69568,332.974
-6.69565,57.3666
-6.69556,184.678
-6.69549,273.099
-6.69534,22.8544
-6.69507,298.551
-6.69506,261.995
-6.69505,30.3665
-6.69502,181.387
-6.69492,145.138
-6.69486,68.4762
-6.69484,24.7845
-6.69482,148.831
-6.6948,24.8834
-6.69467,122.74
-6.69432,142.541
-6.69431,214.959
-6.69426,5.86079
-6.69425,198.36
-6.69402,73.0224
-6.69401,69.1981
-6.69375,57.0076
-6.69371,107.738
-6.69365,264.901
-6.69356,140.126
-6.69345,198.676
-6.69337,136.448
-6.69335,210.095
-6.69325,142.922
-6.69316,63.1597
-6.69308,73.1715
-6.6928,280.734
-6.69279,345.001
-6.6927,195.714
-6.69268,201.17
-6.69268,328.921
-6.69267,68.1102
-6.69252,239.233
-6.69235,31.5689
-6.69227,167.274
-6.69217,272.611
-6.69209,298.703
-6.69209,287.352
-6.69203,267.098
-6.69177,153.133
-6.69175,171.012
-6.69127,26.8186
-6.69123,168.469
-6.6912,138.724
-6.69097,71.3318
-6.69092,58.3288
-6.6907,208.362
-6.69069,246.16
-6.6906,182.681
-6.6903,115.971
-6.69005,233.748
-6.69004,80.4312
-6.68989,14.452
-6.68983,249.866
-6.68976,132.996
-6.68975,73.7197
-6.68967,102.842
-6.68946,22.312
-6.68944,137.4
-6.6894,359.458
-6.6894,273.59
-6.68934,355.716
-6.68934,113.733
-6.68932,30.4363
-6.68925,162.547
-6.68917,73.5881
-6.68912,125.039
-6.68911,307.713
-6.68898,28.7775
-6.68873,85.5376
-6.68853,257.323
-6.68846,343.951
-6.68842,56.4419
-6.68841,106.78
-6.68829,122.054
-6.68808,31.4104
-6.68808,27.7647
-6.68792,143.032
-6.68792,139.336
-6.68787,90.5054
-6.68785,192.72
-6.68774,93.9635
-6.68769,92.8145
-6.68753,358.928
-6.6872,266.92
-6.68717,157.872
-6.68714,66.0859
-6.68702,126.779
-6.68701,294.451
-6.68658,94.2944
-6.68657,15.428
-6.68655,126.63
-6.6865,354.695
-6.68648,123.951
-6.6864,9.56729
-6.68615,3.00328
-6.68596,171.05
-6.68581,206.764
-6.68569,172.867
-6.68528,55.1151
-6.6852,175.327
-6.68513,358.848
-6.68509,21.7679
-6.68505,73.9802
-6.68497,280.449
-6.6848,214.508
-6.68473,29.5804
-6.68464,118.177
-6.68459,23.491
-6.68457,186.77
-6.68432,188.828
-6.68413,88.7783
-6.68401,2.73295
-6.68398,86.5949
-6.68394,264.397
-6.68392,10.1963
-6.68344,13.9008
-6.68339,142.757
-6.6833,201.529
-6.68312,30.6686
-6.68311,111.728
-6.68297,3.15722
-6.68292,274.589
-6.68279,233.539
-6.68271,359.176
-6.68262,39.4403
-6.68259,155.625
-6.68228,271.261
-6.68222,116.645
-6.68222,153.611
-6.6822,146.234
-6.68211,2.84758
-6.682,240.861
-6.68199,156.09
-6.68187,276.281
-6.68184,40.2766
-6.68173,7.10867
-6.68165,263.571
-6.68146,217.392
-6.68132,163.401
-6.68104,358.255
-6.68102,242.016
-6.681,4.31736
-6.68087,214.13
-6.68074,242.076
-6.68074,37.7056
-6.68073,330.901
-6.68071,281.072
-6.68067,31.6689
-6.68064,90.7234
-6.68056,23.4235
-6.68048,285.74
-6.6804,115.432
-6.68039,226.812
-6.68028,87.2234
-6.68016,175.164
-6.68013,33.9316
-6.68011,267.023
-6.67999,25.59
-6.67975,225.499
-6.6796,355.473
-6.67951,219.784
-6.67934,254.641
-6.67919,215.194
-6.67913,11.7078
-6.67908,114.992
-6.67907,271.581
-6.67907,99.4118
-6.67857,1.03001
-6.67854,34.3946
-6.67849,162.356
-6.67844,147.858
-6.67813,33.5215
-6.67811,118.863
-6.67808,156.223
-6.67801,67.242
-6.67781,74.8519
-6.67763,89.4303
-6.67755,225.419
-6.67751,209.049
-6.67728,170.66
-6.67696,253.603
-6.67682,36.6424
-6.67675,244.074
-6.6766,231.069
-6.67654,65.0618
-6.67645,147.523
-6.67636,208.237
-6.67618,1.30587
-6.67613,281.627
-6.67555,262.098
-6.67553,142.216
-6.67535,230.109
-6.67517,10.0472
-6.67502,97.1824
-6.67479,299.788
-6.67465,266.845
-6.67456,26.1025
-6.67454,67.1087
-6.67453,93.5206
-6.67436,229.495
-6.67436,70.6138
-6.67425,174.541
-6.67421,92.9555
-6.6741,300.033
-6.67407,151.952
-6.67386,278.987
-6.67376,207.192
-6.67369,88.242
-6.67346,205.223
-6.67316,327.509
-6.673,193.49
-6.67297,50.8039
-6.67296,119.414
-6.67281,234.813
-6.67281,120.258
-6.67277,146.638
