robins_lat,robins_long
-6.67271,135.466
-6.67252,231.009
-6.67236,209.271
-6.6721,77.9365
-6.67195,33.011
-6.67191,243.842
-6.67176,174.646
-6.67174,352.627
-6.67164,18.8596
-6.67162,126.873
-6.67149,103.443
-6.67129,64.9825
-6.67116,0.891305
-6.67109,117.167
-6.67089,98.5261
-6.67086,216.965
-6.67079,17.0431
-6.67075,127.294
-6.67056,185.178
-6.67041,77.7638
-6.67026,56.1451
-6.67018,86.9491
-6.66974,150.761
-6.66969,243.712
-6.66963,141.065
-6.66927,144.735
-6.66923,144.947
-6.66916,148.45
-6.6691,126.978
-6.66895,13.0739
-6.66892,137.08
-6.66882,252.625
-6.6686,76.2748
-6.66854,11.317
-6.66848,253.904
-6.66844,272.141
-6.66814,333.605
-6.668,209.934
-6.66791,166.897
-6.66774,150.327
-6.66774,157.352
-6.66765,141.597
-6.66742,252.794
-6.66737,22.666
-6.6672,210.178
-6.66713,23.8438
-6.6671,3.39802
-6.6671,173.578
-6.66705,23.1393
-6.66704,206.079
-6.66682,94.5792
-6.66674,81.2048
-6.66669,21.2048
-6.66653,310.669
-2.21001,121.321
-2.20994,102.907
-2.20965,136.364
-2.20961,343.668
-2.20954,245.574
-2.20946,205.061
-2.20944,142.773
-2.20928,144.748
-2.20928,135.477
-2.20919,77.7966
-2.20909,196.435
-2.20898,225.236
-2.20894,299.312
-2.20893,207.322
-2.20871,94.2837
-2.20866,193.083
-2.20862,151.793
-2.20808,246.868
-2.20804,44.8557
-2.20792,244.301
-2.20777,189.442
-2.20764,78.6303
-2.20757,287.718
-2.20757,281.765
-2.20752,57.7325
-2.20742,186.305
-2.20722,140.532
-2.20714,289.718
-2.20701,100.793
-2.20666,130.649
-2.20664,71.762
-2.20651,182.725
-2.20648,200.658
-2.20622,225.764
-2.2062,308.357
-2.20615,36.3908
-2.20594,159.309
-2.20594,142.228
-2.2059,176.031
-2.20587,248.757
-2.20582,128.792
-2.2056,280.135
-2.2056,156.388
-2.20558,96.0674
-2.20546,126.633
-2.20541,198.646
-2.20534,359.389
-2.20532,71.3003
-2.20531,150.864
-2.20517,359.086
-2.20493,24.1932
-2.2049,128.087
-2.2048,38.1547
-2.20478,212.481
-2.20472,319.823
-2.2047,326.049
-2.20458,23.1449
-2.20456,211.338
-2.20453,141.025
-2.20447,203.233
-2.20445,181.813
-2.20422,148.084
-2.2042,141.298
-2.20419,15.2755
-2.2041,95.6725
-2.2039,31.6493
-2.2038,182.065
-2.2037,284.522
-2.20365,186.788
-2.20364,72.4299
-2.20357,135.95
-2.20349,159.141
-2.20339,36.8768
-2.20329,342.223
-2.2032,170.99
-2.20318,20.6809
-2.20303,147.397
-2.20257,213.818
-2.20241,214.665
-2.20232,178.88
-2.20217,279.561
-2.20217,84.5451
-2.20217,92.5824
-2.20204,66.4156
-2.20197,358.943
-2.20195,128.9
-2.20175,106.968
-2.20167,164.693
-2.20166,212.79
-2.20166,118.019
-2.20163,37.4501
-2.2016,357.208
-2.2013,192.273
-2.20126,4.30895
-2.20104,145.464
-2.20089,23.3241
-2.2008,188.795
-2.20075,150.777
-2.20067,18.7074
-2.20056,355.45
-2.20053,140.929
-2.20041,85.1019
-2.20037,36.5718
-2.20014,92.8245
-2.20009,24.295
-2.20001,117.059
-2.19997,199.803
-2.19993,131.331
-2.19989,68.8733
-2.19973,149.66
-2.19959,68.966
-2.19951,169.135
-2.1994,276.214
-2.19935,127.743
-2.19933,157.025
-2.19898,31.7122
-2.19897,70.974
-2.19881,20.4357
-2.19878,273.484
-2.19866,8.78181
-2.19853,144.577
-2.19815,63.103
-2.19807,300.432
-2.19803,111.613
-2.19801,103.411
-2.19776,36.4324
-2.19771,72.1528
-2.1975,38.2355
-2.19736,97.6549
-2.1973,71.8261
-2.19716,356.943
-2.19716,38.869
-2.19715,70.5548
-2.19713,62.7374
-2.19703,147.221
-2.19702,230.719
-2.19697,339.135
-2.19697,24.4662
-2.19684,54.5894
-2.19681,214.015
-2.19654,62.0092
-2.1965,192.68
-2.19627,242.88
-2.19619,342.631
-2.19588,102.617
-2.19583,67.0556
-2.19583,24.8819
-2.19582,128.562
-2.19581,241.755
-2.19578,35.7248
-2.19575,19.0981
-2.19557,191.97
-2.19555,144.474
-2.19544,225.321
-2.1953,231.145
-2.19513,39.6422
-2.19509,67.6055
-2.19483,72.7347
-2.19483,115.25
-2.19477,216.448
-2.19463,167.411
-2.19459,298.967
-2.19453,129.335
-2.19439,187.019
-2.19415,82.7091
-2.194,281.841
-2.19397,202.703
-2.19396,342.512
-2.19389,198.553
-2.19378,258.157
-2.19346,298.887
-2.19335,237.089
-2.19329,128.317
-2.19328,148.263
-2.19324,83.2021
-2.19322,73.2546
-2.19293,223.439
-2.19287,162.197
-2.19278,141.936
-2.1926,78.6713
-2.19251,114.051
-2.1925,213.403
-2.19229,141.495
-2.19204,170.136
-2.19197,215.443
-2.19194,104.027
-2.19181,109.323
-2.19172,131.504
-2.19168,329.219
-2.19163,109.264
-2.1916,154.988
-2.19155,88.4182
-2.19152,359.722
-2.19133,9.97577
-2.19113,78.1797
-2.19095,144.077
-2.1908,200.183
-2.1908,151.249
-2.19078,145.719
-2.19072,148.681
-2.19068,71.8876
-2.19062,216.236
-2.19058,279.864
-2.19055,128.372
-2.19043,214.971
-2.19034,99.241
-2.19025,70.1469
-2.19022,69.9196
-2.19015,116.776
-2.19013,141.128
-2.18983,110.991
-2.1898,142.548
-2.18978,287.282
-2.18948,229.026
-2.18941,114.191
-2.1894,161.092
-2.18925,244.731
-2.189,144.433
-2.18877,40.7002
-2.18841,144.85
-2.18826,272.575
-2.18818,211.191
-2.18798,245.179
-2.18798,125.727
-2.18776,101.737
-2.18771,159.719
-2.18757,174.067
-2.18755,228.21
-2.18753,244.802
-2.18746,122.886
-2.18745,296.416
-2.18741,151.171
-2.1874,215.051
-2.18732,347.998
-2.18727,359.355
-2.18723,73.0353
-2.18722,32.5181
-2.18707,13.2634
-2.18702,195.118
-2.187,260.188
-2.18689,129.6
-2.18684,213.696
-2.18677,169.347
-2.18672,53.0396
-2.18655,103.73
-2.18647,8.04167
-2.18645,161.433
-2.18641,72.0363
-2.1864,13.8363
-2.18636,291.657
-2.18635,62.2088
-2.18634,104.952
-2.18626,213.582
-2.18614,110.658
-2.18613,288.536
-2.18609,290.349
-2.18607,240.485
-2.18604,184.912
-2.18593,14.8726
-2.18588,79.8473
-2.18539,68.1173
-2.18515,22.5429
-2.18513,175.072
-2.1851,230.604
-2.18498,192.946
-2.18487,23.7015
-2.18473,151.582
-2.1846,171.565
-2.18453,280.102
-2.18413,21.3462
-2.18408,213.302
-2.18407,295.773
-2.18401,102.301
-2.18382,355.361
-2.1837,296.607
-2.18363,123.661
-2.18313,144.287
-2.183,245.221
-2.18293,354.333
-2.18287,213.352
-2.18284,198.31
-2.18275,13.7869
-2.18253,262.583
-2.18224,200.409
-2.18216,44.8169
-2.18206,199.852
-2.18202,235.389
-2.18202,272.478
-2.18201,111.137
-2.18192,167.307
-2.18174,237.657
-2.1817,22.8864
-2.18169,230.575
-2.18163,206.148
-2.18163,12.1728
-2.18156,260.317
-2.18141,138.372
-2.18134,271.202
-2.18116,177.378
-2.18111,20.3668
-2.1808,93.3729
-2.18079,68.4245
-2.18075,274.826
-2.18069,130.265
-2.1806,243.883
-2.1806,276.363
-2.18046,288.999
-2.1804,290.727
-2.18039,141.679
-2.18026,285.826
-2.18018,64.0959
-2.18011,277.278
-2.1801,96.6367
-2.17979,129.267
-2.17965,163.985
-2.1796,97.9951
-2.17942,208.245
-2.17936,117.3
-2.17908,159.005
-2.17901,265.545
-2.17897,342.189
-2.17877,118.248
-2.17868,176.136
-2.17841,24.7115
-2.17837,207.651
-2.17836,11.5777
-2.17826,287.846
-2.17816,132.55
-2.17815,78.91
-2.17812,213.092
-2.17801,277.376
-2.17793,116.963
-2.1777,23.5897
-2.17759,249.15
-2.17755,236.147
-2.17732,145.269
-2.17724,232.522
-2.1772,122.28
-2.17713,178.605
-2.17704,332.541
-2.17701,19.4283
-2.177,68.0436
-2.17697,296.272
-2.17695,134.743
-2.1769,216.654
-2.17687,144.9
-2.17651,20.077
-2.1762,278.576
-2.17599,111.824
-2.17582,90.7221
-2.17572,344.472
-2.17569,140.859
-2.17525,348.067
-2.1752,141.251
-2.17516,207.177
-2.17501,134.616
-2.17488,358.91
-2.17466,99.3254
-2.17456,151.386
-2.1745,69.243
-2.17446,55.8889
-2.17437,33.8983
-2.17434,155.211
-2.17426,144.395
-2.17424,359.063
-2.1741,17.2339
-2.17394,135.531
-2.17373,197.58
-2.17362,11.185
-2.17361,86.5459
-2.17354,54.6967
-2.17354,49.906
-2.1735,65.5062
-2.17348,66.2149
-2.17326,113.83
-2.1729,196.684
-2.1729,80.245
-2.17272,141.719
-2.17267,287.746
-2.17225,198.747
-2.17223,319.784
-2.17223,71.2255
-2.172,102.585
-2.17199,233.214
-2.17199,29.5412
-2.17195,135.393
-2.17193,63.2371
-2.17172,76.3252
-2.17161,72.3682
-2.1716,109.752
-2.17149,85.2265
-2.17138,342.891
-2.17134,306.792
-2.17112,298.468
-2.17108,295.873
-2.17081,106.128
-2.1707,40.47
-2.17068,3.14238
-2.17063,135.202
-2.17061,8.20136
-2.17046,104.096
-2.17031,117.033
-2.17021,96.978
-2.1701,75.1933
-2.17008,216.657
-2.17001,135.663
-2.17,11.2565
-2.16979,141.391
-2.16979,129.377
-2.16972,258.032
-2.1697,237.191
-2.16969,149.557
-2.16946,208.195
-2.16936,182.388
-2.16934,137.011
-2.16933,187.195
-2.16907,132.702
-2.16896,66.7657
-2.16896,113.425
-2.16895,184.735
-2.16894,122.156
-2.16883,274.637
-2.16855,126.735
-2.16845,175.581
-2.16804,24.4277
-2.16799,23.1698
-2.16774,170.711
-2.16759,145.187
-2.16758,141.975
-2.16756,95.4019
-2.16749,203.961
-2.16748,143.786
-2.16694,229.627
-2.16694,97.8458
-2.1668,141.322
-2.16672,18.7805
-2.16663,39.6225
-2.16653,169.851
-2.16645,72.7431
-2.16638,83.7621
-2.16635,201.393
-2.16634,117.671
-2.16623,250.831
-2.16608,188.445
-2.16593,80.0416
-2.16588,279.422
-2.16583,359.59
-2.16581,116.667
-2.16572,214.121
-2.1657,78.7401
-2.16501,77.4217
-2.16491,8.85607
-2.16489,279.641
-2.16487,147.86
-2.16478,180.652
-2.16463,96.2368
-2.16461,224.175
-2.16459,126.286
-2.16452,215.616
-2.16449,187.951
-2.16439,306.818
-2.16438,112.275
-2.16436,180.091
-2.16426,6.75718
-2.16424,87.0348
-2.16422,359.027
-2.16418,99.2896
-2.16348,140.797
-2.16344,234.312
-2.1634,232.34
-2.16339,289.487
-2.16328,61.5125
-2.16315,170.424
-2.1631,14.0401
-2.16286,151.546
-2.16284,275.637
-2.16257,82.7135
-2.16253,258.794
-2.16243,342.251
-2.16242,78.9427
-2.16235,187.762
-2.16233,119.363
-2.1623,88.7182
-2.16217,15.2494
-2.16217,173.547
-2.16198,288.016
-2.1619,33.7143
-2.16184,23.1059
-2.16184,141.834
-2.1618,150.308
-2.16176,248.571
-2.16164,357.558
-2.16152,271.637
-2.1615,155.729
-2.16131,273.568
-2.16131,34.4655
-2.16128,193.189
-2.16122,193.338
-2.16117,143.461
-2.16106,18.5381
-2.16099,53.1336
-2.16092,46.3291
-2.16091,82.0917
-2.16064,72.5888
-2.16051,144.345
-2.16048,359.265
-2.16009,154.926
-2.16008,243.129
-2.16003,148.392
-2.16001,75.4156
-2.15991,203.339
-2.15989,354.063
-2.15977,237.455
-2.15961,215.73
-2.15958,181.518
-2.15956,333.98
-2.15949,153.503
-2.15933,22.9937
-2.1593,11.3993
-2.15917,204.325
-2.15914,37.543
-2.15877,128.543
-2.15873,161.71
-2.15868,246.903
-2.15868,270.174
-2.15868,281.859
-2.15862,179.182
-2.15839,50.676
-2.1583,334.173
-2.15819,213.44
-2.15816,344.585
-2.15793,94.1468
-2.15773,24.5598
-2.15751,150.477
-2.1575,111.93
-2.15733,233.356
-2.15733,359.734
-2.15723,245.19
-2.15716,279.823
-2.15683,143.032
-2.15666,328.976
-2.15656,21.2516
-2.15628,66.91
-2.15628,121.7
-2.15625,160.682
-2.15619,143.561
-2.15619,102.153
-2.15618,119.927
-2.15618,103.345
-2.1561,233.722
-2.15608,74.3139
-2.15605,208.107
-2.15602,146.836
-2.15601,53.0568
-2.15592,300.519
-2.15587,214.547
-2.15552,211.762
-2.15538,174.379
-2.15537,98.9613
-2.15536,71.046
-2.15519,118.855
-2.15517,257.655
-2.15516,191.079
-2.15511,282.368
-2.1548,192.28
-2.15476,40.1306
-2.15472,275.404
-2.15467,275.525
-2.15465,131.475
-2.1545,68.8336
-2.1545,151.983
-2.15442,164.861
-2.15414,349.954
-2.15376,287.446
-2.15374,181.301
-2.15365,14.2247
-2.15362,159.073
-2.1533,67.1584
-2.1531,68.4859
-2.15309,60.9472
-2.15284,21.3808
-2.15263,244.362
-2.15258,155.666
-2.15233,192.532
-2.15216,18.9507
-2.15216,11.75
-2.15216,159.205
-2.15207,144.13
-2.15199,0.681082
-2.15169,15.1799
-2.15155,212.65
-2.15155,234.512
-2.15147,36.0804
-2.15139,143.673
-2.15138,239.188
-2.15124,291.132
-2.15114,107.358
-2.15103,170.82
-2.15095,331.529
-2.15083,59.4413
-2.15071,283.132
-2.15057,144.916
-2.1503,165.391
-2.15026,270.029
-2.15022,129.135
-2.15019,131.078
-2.15008,146.661
-2.1499,326.948
-2.14984,155.569
-2.14984,100.4
-2.14973,181.638
-2.14949,334.024
-2.1493,140.96
-2.14928,293.779
-2.14926,173.928
-2.14909,201.569
-2.14904,166.639
-2.14889,126.827
-2.14881,35.6804
-2.1488,120.226
-2.14872,74.8574
-2.14864,188.674
-2.14863,289.75
-2.14859,75.6742
-2.14851,159.383
-2.14846,111.287
-2.14842,265.453
-2.14831,128.639
-2.14807,211.103
-2.14801,8.88244
-2.14798,18.7287
-2.14777,98.1907
-2.14758,57.396
-2.14745,202.908
-2.14723,275.038
-2.14722,120.64
-2.14709,5.04747
-2.14701,127.712
-2.14689,145.024
-2.14685,142.462
-2.14676,274.785
-2.14671,127.512
-2.14669,118.155
-2.1466,135.655
-2.14654,174.824
-2.14647,250.875
-2.14631,188.517
-2.14631,22.6497
-2.14624,110.77
-2.14614,354.657
-2.1461,155.885
-2.14606,207.316
-2.14594,75.7832
-2.1459,177.891
-2.14578,72.0131
-2.14574,146.218
-2.14569,258.346
-2.14564,131.531
-2.14563,149.592
-2.1455,183.225
-2.1455,116.093
-2.14522,150.964
-2.14488,201.853
-2.14483,162.003
-2.14472,240.699
-2.14469,121.567
-2.14467,85.1091
-2.14457,279.554
-2.14455,120.486
-2.14455,118.654
-2.14452,132.196
-2.14447,288.795
-2.14438,23.5821
-2.14437,198.666
-2.14402,25.1873
-2.14385,72.2656
-2.14376,132.116
-2.14345,169.494
-2.1434,130.339
-2.14334,357.206
-2.14333,2.09716
-2.1432,105.878
-2.14316,117.4
-2.14298,107.139
-2.14296,99.6765
-2.14258,101.549
-2.14254,201.469
-2.14229,151.694
-2.14215,96.6641
-2.14211,85.3965
-2.14194,329.006
-2.14177,291.704
-2.14176,357.004
-2.14168,142.186
-2.14161,32.9035
-2.14146,243.947
-2.14138,61.9538
-2.14134,308.433
-2.1413,71.47
-2.14114,359.193
-2.14101,105.301
-2.14097,213.499
-2.14093,314.724
-2.14088,198.281
-2.14088,78.677
-2.14081,119.429
-2.1408,281.114
-2.14064,45.8974
-2.1403,35.2849
-2.14006,238.787
-2.14005,130.207
-2.13992,128.935
-2.13988,186.666
-2.13973,22.8562
-2.1396,82.9093
-2.13952,153.261
-2.13937,215.221
-2.13931,225.685
-2.1391,127.67
-2.13902,229.066
-2.13896,173.922
-2.13894,24.1193
-2.13881,207.436
-2.13879,164.538
-2.13869,287.859
-2.13861,248.764
-2.13808,122.334
-2.13804,144.833
-2.13797,109.348
-2.13784,289.347
-2.13783,280.137
-2.13756,284.977
-2.13756,68.8876
-2.13755,353.789
-2.13749,344.349
-2.13728,278.586
-2.13725,276.297
-2.13692,206.972
-2.13654,249.252
-2.13652,33.4939
-2.13624,208.517
-2.13595,212.858
-2.13588,232.643
-2.13579,275.928
-2.13544,151.259
-2.13536,144.618
-2.13523,145.638
-2.13521,40.6709
-2.13518,358.888
-2.13511,135.578
-2.13504,72.5774
-2.13504,166.498
-2.13499,100.99
-2.13492,338.936
-2.13458,182.083
-2.13452,154.606
-2.13447,334.209
-2.13436,14.1931
-2.13434,144.181
-2.13413,141.01
-2.13407,151.181
-2.13405,122.682
-2.13389,230.586
-2.1338,69.6952
-2.13379,154.134
-2.13358,359.869
-2.13332,72.2159
-2.13325,249.517
-2.13317,135.335
-2.13304,188.318
-2.1329,271.434
-2.1329,346.15
-2.13273,197.708
-2.13271,37.2893
-2.13259,278.189
-2.13254,6.63181
-2.13249,170.06
-2.13244,230.374
-2.1324,186.853
-2.13222,69.2116
-2.13217,20.8426
-2.1321,21.3466
-2.13207,357.613
-2.132,197.214
-2.13197,177.732
-2.13192,119.515
-2.13184,228.614
-2.13182,115.532
-2.13168,217.202
-2.13164,151.608
-2.13161,233.559
-2.13151,71.2418
-2.13134,189.038
-2.13124,230.329
-2.13113,275.5
-2.13112,23.483
-2.13107,141.534
-2.13106,188.95
-2.13082,162.314
-2.13081,122.12
-2.13077,62.9546
-2.13062,159.829
-2.12996,34.1527
-2.12975,215.645
-2.12975,207.634
-2.12974,171.317
-2.12963,169.453
-2.12959,169.385
-2.12951,271.532
-2.12949,69.8558
-2.12943,50.6575
-2.12943,150.158
-2.12938,123.167
-2.12933,126.662
-2.12927,359.118
-2.12918,154.868
-2.12888,136.698
-2.12869,31.5571
-2.12861,74.577
-2.12847,183.496
-2.12844,140.761
-2.12832,75.0429
-2.12812,24.7427
-2.1281,342.356
-2.12803,244.93
-2.128,325.84
-2.12797,171.388
-2.12778,359.055
-2.1277,277.223
-2.12768,201.361
-2.12766,232.54
-2.12766,29.5378
-2.12753,161.642
-2.12747,145.762
-2.1274,156.414
-2.12738,206.497
-2.12709,126.212
-2.12684,95.3932
-2.12668,211.641
-2.12666,218.37
-2.12665,14.7538
-2.12641,231.945
-2.12632,140.082
-2.12627,128.286
-2.12611,77.5003
-2.12611,23.7097
-2.12569,106.526
-2.12557,279.335
-2.1255,141.773
-2.1255,120.807
-2.12547,86.2351
-2.12534,183.601
-2.12514,58.2992
-2.12512,241.582
-2.1251,140.711
-2.12508,212.711
-2.12504,210.05
-2.12498,12.0779
-2.1249,23.1988
-2.12482,342.406
-2.12479,144.712
-2.12477,18.3518
-2.12476,191.338
-2.12437,354.358
-2.12436,358.83
-2.12429,176.341
-2.12427,130.672
-2.12426,38.5035
-2.12418,14.4401
-2.12409,6.09555
-2.12396,193.108
-2.12382,113.971
-2.12379,127.116
-2.12375,216.289
-2.12363,141.599
-2.12351,105.557
-2.1235,71.8126
-2.12332,283.498
-2.12332,143.796
-2.12321,24.4585
-2.12311,173.223
-2.12303,170.375
-2.12299,168.239
-2.12286,148.515
-2.12282,265.462
-2.12275,18.5652
-2.12261,75.1184
-2.1226,213.162
-2.1225,112.016
-2.12245,36.8134
-2.12233,150.638
-2.12232,140.349
-2.1223,145.137
-2.12207,142.534
-2.12206,187.371
-2.12202,164.056
-2.12178,279.171
-2.12175,236.565
-2.12145,314.343
-2.12139,97.6823
-2.12134,340.647
-2.12132,170.538
-2.12127,275.067
-2.12108,274.464
-2.12106,168.914
-2.12098,101.613
-2.12096,95.4714
-2.12092,275.584
-2.12086,140.9
-2.12082,94.899
-2.12075,63.0642
-2.12068,184.395
-2.12036,99.9487
-2.12029,223.849
-2.12026,44.8899
-2.12011,24.1931
-2.12007,155.215
-2.11984,9.11553
-2.11967,152.324
-2.11947,5.61542
-2.11945,141.667
-2.11934,130.018
-2.11919,65.8874
-2.11919,129.182
-2.11916,146.384
-2.119,61.5202
-2.11896,189.267
-2.1188,206.364
-2.11878,150.542
-2.11874,359.006
-2.11852,128.731
-2.1185,14.3827
-2.11842,100.644
-2.11828,279.618
-2.11804,339.519
-2.11802,216.901
-2.11796,80.976
-2.11795,38.978
-2.11791,31.1309
-2.1178,29.4824
-2.11772,356.963
-2.11768,243.03
-2.11753,195.88
-2.11752,215.042
-2.11728,159.682
-2.11718,244.838
-2.11692,169.321
-2.11683,248.837
-2.11662,23.0977
-2.11645,236.918
-2.11625,289.588
-2.11611,35.1175
-2.11602,38.0384
-2.11601,24.6624
-2.11599,16.6826
-2.11587,343.234
-2.11578,164.951
-2.11575,202.719
-2.11566,120.102
-2.11558,265.308
-2.11554,100.911
-2.1155,131.647
-2.11518,5.97336
-2.11517,117.045
-2.1151,158.468
-2.11502,130.405
-2.11494,358.111
-2.1149,120.337
-2.11485,158.725
-2.11475,354.401
-2.11471,249.815
-2.11458,160.578
-2.11451,267.284
-2.1145,198.443
-2.1144,235.594
-2.11431,57.5858
-2.11426,61.0484
-2.1142,112.762
-2.11387,70.1411
-2.11374,141.288
-2.11372,358.77
-2.11366,153.327
-2.1135,170.478
-2.11344,21.2754
-2.11339,111.677
-2.11338,127.012
-2.11335,79.9769
-2.11325,50.0251
-2.11323,230.54
-2.1132,281.772
-2.11312,97.4601
-2.11308,28.2119
-2.11303,192.011
-2.11303,67.0145
-2.11295,250.592
-2.11282,190.977
-2.11264,144.971
-2.11241,95.5457
-2.1123,140.517
-2.11225,15.058
-2.1122,193.268
-2.11212,135.099
-2.11203,107.753
-2.11176,201.607
-2.11176,69.7734
-2.11169,284.305
-2.11165,342.98
-2.11152,24.3067
-2.11139,145.907
-2.11134,187.332
-2.1113,229.46
-2.11122,170.22
-2.11121,88.8947
-2.11121,162.681
-2.11116,155.725
-2.11112,275.703
-2.1111,245.159
-2.11105,155.406
-2.11083,184.533
-2.11082,62.7037
-2.11061,272.474
-2.11049,168.052
-2.11044,22.8302
-2.1103,154.036
-2.11027,188.222
-2.11003,213.96
-2.11002,144.274
-2.10998,174.107
-2.10995,285.413
-2.10982,145.537
-2.10937,169.708
-2.10921,217.867
-2.10908,7.38941
-2.10895,4.95022
-2.10885,14.1579
-2.10879,196.805
-2.10855,34.0159
-2.10854,32.1247
-2.10832,159.22
-2.10831,31.7747
-2.10831,111.379
-2.10806,132.207
-2.10805,4.86695
-2.10795,145.467
-2.10791,344.507
-2.10763,268.574
-2.10762,170.147
-2.1076,234.523
-2.10747,21.2001
-2.10707,271.266
-2.10696,192.566
-2.10676,236.082
-2.10653,283.691
-2.10649,145.829
-2.1064,144.879
-2.10623,177.112
-2.10609,0.944831
-2.10601,265.765
-2.10581,159.65
-2.10577,233.131
-2.10575,23.5471
-2.10571,175.789
-2.10568,141.445
-2.10563,150.254
-2.10561,20.8749
-2.10555,231.931
-2.10554,95.2466
-2.1055,125.796
-2.1054,20.8386
-2.10516,169.516
-2.10502,279.694
-2.10484,129.291
-2.10481,276.38
-2.10478,92.0892
-2.10457,155.261
-2.10456,46.1777
-2.10451,72.3449
-2.1044,103.304
-2.10438,216.739
-2.10436,98.916
-2.10404,234.824
-2.10395,283.103
-2.10341,314.405
-2.10324,117.158
-2.1032,160.485
-2.10318,145.276
-2.10317,98.9969
-2.10299,242.562
-2.10279,127.366
-2.10271,141.367
-2.10264,148.677
-2.10263,284.04
-2.1026,204.814
-2.1025,99.867
-2.10225,166.369
-2.1022,24.6264
-2.10201,141.821
-2.10196,159.355
-2.10177,112.213
-2.10172,293.655
-2.10159,78.7328
-2.10154,212.655
-2.10142,171.826
-2.10125,22.8147
-2.10123,23.1613
-2.10118,198.107
-2.10113,152.729
-2.10109,23.2143
-2.10092,9.05116
-2.10081,142.112
-2.10079,183.679
-2.10064,15.8596
-2.10063,107.239
-2.10061,137.133
-2.10051,109.076
-2.10034,102.339
-2.10033,140.958
-2.10029,73.6638
-2.10027,71.4952
-2.10003,179.129
-2.09993,276.676
-2.0997,159.8
-2.09965,60.9059
-2.09964,130.843
-2.09922,271.652
-2.09922,274.822
-2.09911,288.826
-2.09911,67.1606
-2.09906,231.218
-2.09902,66.4177
-2.09899,131.587
-2.09894,145.891
-2.09879,112.376
-2.09855,111.549
-2.09851,172.044
-2.09833,265.949
-2.09833,208.778
-2.09816,136.545
-2.09812,116.164
-2.09795,215.77
-2.09791,128.89
-2.09777,29.0283
-2.09777,144.043
-2.09775,5.33068
-2.09752,275.417
-2.09752,27.7631
-2.0975,135.43
-2.0973,281.581
-2.09701,108.714
-2.09689,71.7192
-2.09687,168.533
-2.09679,77.6944
-2.09677,223.242
-2.09671,274.676
-2.09649,0.0754954
-2.09638,355.346
-2.09622,181.861
-2.09617,207.885
-2.09608,289.057
-2.09606,170.858
-2.09603,186.506
-2.0959,73.2094
-2.09588,67.5985
-2.09582,12.2924
-2.09575,342.524
-2.0957,271.499
-2.09556,32.2117
-2.09555,71.4054
-2.09554,347.722
-2.09553,202.986
-2.09549,18.3243
-2.09541,64.4913
-2.09528,244.486
-2.09525,355.44
-2.09519,191.252
-2.09507,140.639
-2.09506,215.09
-2.09499,140.677
-2.09495,117.583
-2.0949,194.053
-2.0948,288.977
-2.09474,78.9519
-2.09469,109.155
-2.09458,150.45
-2.09448,93.6083
-2.09411,268.726
-2.09398,0.582862
-2.09398,170.742
-2.09395,189.143
-2.09379,233.841
-2.09373,22.6421
-2.09372,126.227
-2.09371,166.893
-2.09369,216.114
-2.09354,166.393
-2.09346,213.782
-2.09346,64.7101
-2.09346,37.6256
-2.09341,73.8695
-2.09341,168.38
-2.09322,183.259
-2.09309,358.936
-2.09302,274.17
-2.09275,347.974
-2.09268,173.238
-2.09255,333.837
-2.09244,209.916
-2.09233,108.363
-2.09228,66.1664
-2.09228,129.246
-2.09214,110.611
-2.09213,40.5029
-2.09213,153.848
-2.09212,72.6946
-2.09206,320.84
-2.09203,7.80869
-2.09193,230.289
-2.09182,169.449
-2.09168,45.6872
-2.09165,120.01
-2.09156,329.117
-2.0914,20.4648
-2.09137,130.772
-2.09131,174.501
-2.09126,266.308
-2.09121,191.819
-2.09121,279.233
-2.09121,61.5852
-2.0912,152.075
-2.09118,66.3347
-2.09108,69.9098
-2.09087,173.935
-2.09077,215.233
-2.09077,71.1105
-2.09026,176.94
-2.09025,192.165
-2.09015,294.962
-2.09011,148.079
-2.08996,347.604
-2.08981,276.904
-2.08971,30.7397
-2.0896,166.655
-2.08947,185.853
-2.0894,288.191
-2.08935,54.202
-2.08934,131.726
-2.08929,32.8305
-2.08927,24.5138
-2.08923,95.5048
-2.08882,147.905
-2.08821,71.9667
-2.08812,10.6473
-2.08805,337.16
-2.08784,90.0624
-2.08779,234.025
-2.08761,73.8236
-2.08711,107.392
-2.08672,168.599
-2.08665,67.2437
-2.08664,69.71
-2.08662,150.105
-2.08631,293.506
-2.0862,215.656
-2.08594,88.5855
-2.08582,84.6693
-2.08576,6.86101
-2.08571,38.0493
-2.08566,278.801
-2.08555,357.194
-2.08525,208.979
-2.08492,18.4515
-2.08471,26.8138
-2.08464,126.573
-2.08446,279.194
-2.08415,343.868
-2.08405,181.493
-2.08405,125.485
-2.08395,66.9724
-2.08394,278.285
-2.08391,132.107
-2.08389,291.382
-2.08374,248.761
-2.08367,145.12
-2.08364,212.543
-2.08356,195.039
-2.08355,293.556
-2.08349,358.032
-2.08342,12.8721
-2.08335,106.499
-2.08319,24.785
-2.08314,109.031
-2.08313,55.5782
-2.08283,240.335
-2.08275,190.369
-2.08275,62.5449
-2.08255,85.2731
-2.0825,136.718
-2.08243,243.088
-2.08243,65.9293
-2.08223,195.441
-2.08221,319.743
-2.08217,276.375
-2.08215,198.031
-2.08206,185.724
-2.082,356.875
-2.08196,63.4177
-2.08195,154.164
-2.08194,121.27
-2.08179,143.427
-2.08177,110.255
