Image Name,crater_lat,crater_long
M1233799944RC_pyr.tif,-1.576033,69.211308
M1233799944LC_pyr.tif,-1.576,69.074978
M1233799944LC_pyr.tif,-1.575734,69.098532
M1233799944LC_pyr.tif,-1.575668,69.046482
M1233799944LC_pyr.tif,-1.575668,69.081075
M1233799944RC_pyr.tif,-1.575518,69.240124
M1233799944RC_pyr.tif,-1.575453,69.229342
M1233799944LC_pyr.tif,-1.575336,69.085503
M1233799944LC_pyr.tif,-1.57527,69.071384
M1233799944LC_pyr.tif,-1.575203,69.074336
M1233799944RC_pyr.tif,-1.575195,69.201681
M1233799944RC_pyr.tif,-1.574744,69.215415
M1233799944RC_pyr.tif,-1.574615,69.189166
M1233799944LC_pyr.tif,-1.574539,69.0615
M1233799944RC_pyr.tif,-1.573777,69.213426
M1233799944LC_pyr.tif,-1.573742,69.092692
M1233799944LC_pyr.tif,-1.573742,69.100265
M1233799944LC_pyr.tif,-1.573676,69.068303
M1233799944LC_pyr.tif,-1.573477,69.044172
M1233799944RC_pyr.tif,-1.573391,69.191925
M1233799944LC_pyr.tif,-1.573211,69.049499
M1233799944LC_pyr.tif,-1.573012,69.050397
M1233799944LC_pyr.tif,-1.573012,69.04231
M1233799944LC_pyr.tif,-1.572945,69.093012
M1233799944RC_pyr.tif,-1.572811,69.222282
M1233799944RC_pyr.tif,-1.572746,69.21349
M1233799944RC_pyr.tif,-1.572488,69.218945
M1233799944RC_pyr.tif,-1.572359,69.211885
M1233799944LC_pyr.tif,-1.572082,69.051039
M1233799944LC_pyr.tif,-1.572082,69.067726
M1233799944LC_pyr.tif,-1.571883,69.056815
M1233799944RC_pyr.tif,-1.571844,69.196482
M1233799944LC_pyr.tif,-1.571816,69.077738
M1233799944LC_pyr.tif,-1.571617,69.076903
M1233799944RC_pyr.tif,-1.571586,69.212142
M1233799944LC_pyr.tif,-1.571418,69.082359
M1233799944RC_pyr.tif,-1.571135,69.207264
M1233799944LC_pyr.tif,-1.571086,69.045648
M1233799944LC_pyr.tif,-1.571086,69.052515
M1233799944LC_pyr.tif,-1.57082,69.056943
M1233799944LC_pyr.tif,-1.570488,69.057521
M1233799944RC_pyr.tif,-1.56991,69.241536
M1233799944LC_pyr.tif,-1.569891,69.058099
M1233799944RC_pyr.tif,-1.569652,69.196996
M1233799944LC_pyr.tif,-1.569559,69.073309
M1233799944LC_pyr.tif,-1.569426,69.046611
M1233799944RC_pyr.tif,-1.569395,69.217341
M1233799944LC_pyr.tif,-1.56916,69.051488
M1233799944LC_pyr.tif,-1.569094,69.069009
M1233799944LC_pyr.tif,-1.568563,69.089611
M1233799944LC_pyr.tif,-1.56843,69.055082
M1233799944RC_pyr.tif,-1.568299,69.248275
M1233799944LC_pyr.tif,-1.567965,69.065287
M1233799944LC_pyr.tif,-1.567832,69.087493
M1233799944RC_pyr.tif,-1.567654,69.242114
M1233799944RC_pyr.tif,-1.567461,69.213811
M1233799944LC_pyr.tif,-1.567234,69.089162
M1233799944LC_pyr.tif,-1.567168,69.062976
M1233799944LC_pyr.tif,-1.567102,69.08345
M1233799944RC_pyr.tif,-1.567074,69.219972
M1233799944LC_pyr.tif,-1.566902,69.063554
M1233799944RC_pyr.tif,-1.566881,69.24911
M1233799944RC_pyr.tif,-1.566688,69.20643
M1233799944LC_pyr.tif,-1.566637,69.074785
M1233799944LC_pyr.tif,-1.566637,69.071384
M1233799944RC_pyr.tif,-1.566623,69.222347
M1233799944RC_pyr.tif,-1.566559,69.202066
M1233799944RC_pyr.tif,-1.56643,69.205339
M1233799944LC_pyr.tif,-1.566371,69.047188
M1233799944LC_pyr.tif,-1.566305,69.064645
M1233799944LC_pyr.tif,-1.566305,69.054055
M1233799944RC_pyr.tif,-1.566301,69.18923
M1233799944RC_pyr.tif,-1.566236,69.20014
M1233799944RC_pyr.tif,-1.566172,69.196867
M1233799944RC_pyr.tif,-1.565979,69.217597
M1233799944RC_pyr.tif,-1.565914,69.240253
M1233799944LC_pyr.tif,-1.565707,69.070164
M1233799944LC_pyr.tif,-1.565375,69.094232
M1233799944RC_pyr.tif,-1.56527,69.195905
M1233799944RC_pyr.tif,-1.565076,69.229278
M1233799944LC_pyr.tif,-1.565043,69.096093
M1233799944LC_pyr.tif,-1.56491,69.075491
M1233799944LC_pyr.tif,-1.56491,69.039872
M1233799944LC_pyr.tif,-1.56491,69.049178
M1233799944RC_pyr.tif,-1.564883,69.199948
M1233799944LC_pyr.tif,-1.564844,69.090124
M1233799944LC_pyr.tif,-1.564711,69.054761
M1233799944RC_pyr.tif,-1.564496,69.227673
M1233799944LC_pyr.tif,-1.564445,69.097248
M1233799944RC_pyr.tif,-1.564432,69.247505
M1233799944LC_pyr.tif,-1.564047,69.100072
M1233799944LC_pyr.tif,-1.563914,69.085696
M1233799944LC_pyr.tif,-1.563914,69.039807
M1233799944RC_pyr.tif,-1.563852,69.227096
M1233799944RC_pyr.tif,-1.563465,69.226005
M1233799944LC_pyr.tif,-1.563316,69.075299
M1233799944LC_pyr.tif,-1.562785,69.078251
M1233799944RC_pyr.tif,-1.562691,69.244424
M1233799944RC_pyr.tif,-1.562563,69.193915
M1233799944LC_pyr.tif,-1.56252,69.066955
M1233799944LC_pyr.tif,-1.562453,69.066635
M1233799944LC_pyr.tif,-1.56232,69.047702
M1233799944RC_pyr.tif,-1.562047,69.232487
M1233799944RC_pyr.tif,-1.561918,69.191797
M1233799944LC_pyr.tif,-1.561855,69.087557
M1233799944LC_pyr.tif,-1.561789,69.063426
M1233799944RC_pyr.tif,-1.561596,69.250201
M1233799944RC_pyr.tif,-1.561531,69.197316
M1233799944LC_pyr.tif,-1.561457,69.09789
M1233799944RC_pyr.tif,-1.561145,69.245002
M1233799944LC_pyr.tif,-1.561125,69.053542
M1233799944LC_pyr.tif,-1.560793,69.044493
M1233799944LC_pyr.tif,-1.560727,69.051488
M1233799944LC_pyr.tif,-1.560594,69.056366
M1233799944RC_pyr.tif,-1.560307,69.221448
M1233799944RC_pyr.tif,-1.559984,69.217405
M1233799944RC_pyr.tif,-1.559855,69.202964
M1233799944LC_pyr.tif,-1.559797,69.060024
M1233799944RC_pyr.tif,-1.559791,69.194813
M1233799944LC_pyr.tif,-1.559598,69.071512
M1233799944RC_pyr.tif,-1.559533,69.218239
M1233799944RC_pyr.tif,-1.559533,69.203028
M1233799944RC_pyr.tif,-1.55876,69.229599
M1233799944RC_pyr.tif,-1.55876,69.243398
M1233799944LC_pyr.tif,-1.558668,69.060858
M1233799944RC_pyr.tif,-1.55818,69.24083
M1233799944LC_pyr.tif,-1.558137,69.077224
M1233799944RC_pyr.tif,-1.558115,69.202772
M1233799944RC_pyr.tif,-1.558051,69.229535
M1233799944LC_pyr.tif,-1.557937,69.04353
M1233799944LC_pyr.tif,-1.557805,69.085311
M1233799944LC_pyr.tif,-1.557672,69.091023
M1233799944RC_pyr.tif,-1.557664,69.24635
M1233799944RC_pyr.tif,-1.5576,69.23268
M1233799944RC_pyr.tif,-1.5576,69.226647
M1233799944LC_pyr.tif,-1.557473,69.083771
M1233799944RC_pyr.tif,-1.557277,69.245066
M1233799944RC_pyr.tif,-1.557213,69.237621
M1233799944RC_pyr.tif,-1.557148,69.22517
M1233799944RC_pyr.tif,-1.556891,69.220485
M1233799944RC_pyr.tif,-1.556826,69.21073
M1233799944LC_pyr.tif,-1.556809,69.078957
M1233799944LC_pyr.tif,-1.556477,69.093012
M1233799944LC_pyr.tif,-1.556211,69.070742
M1233799944LC_pyr.tif,-1.556211,69.083257
M1233799944LC_pyr.tif,-1.556078,69.076647
M1233799944LC_pyr.tif,-1.555215,69.089611
M1233799944RC_pyr.tif,-1.55515,69.221127
M1233799944RC_pyr.tif,-1.555021,69.195776
M1233799944LC_pyr.tif,-1.555016,69.079856
M1233799944LC_pyr.tif,-1.554883,69.076454
M1233799944LC_pyr.tif,-1.554816,69.0658
M1233799944LC_pyr.tif,-1.55475,69.05797
M1233799944LC_pyr.tif,-1.55475,69.076069
M1233799944LC_pyr.tif,-1.554551,69.086787
M1233799944RC_pyr.tif,-1.554506,69.218881
M1233799944RC_pyr.tif,-1.554184,69.243398
M1233799944RC_pyr.tif,-1.554184,69.205531
M1233799944LC_pyr.tif,-1.554086,69.072603
M1233799944LC_pyr.tif,-1.55402,69.083771
M1233799944RC_pyr.tif,-1.553926,69.226262
M1233799944RC_pyr.tif,-1.553797,69.237108
M1233799944LC_pyr.tif,-1.553754,69.080947
M1233799944RC_pyr.tif,-1.553668,69.203221
M1233799944LC_pyr.tif,-1.553555,69.043722
M1233799944LC_pyr.tif,-1.553555,69.043722
M1233799944RC_pyr.tif,-1.553539,69.217533
M1233799944RC_pyr.tif,-1.553539,69.245901
M1233799944RC_pyr.tif,-1.553346,69.230048
M1233799944RC_pyr.tif,-1.553217,69.196161
M1233799944RC_pyr.tif,-1.553088,69.189037
M1233799944RC_pyr.tif,-1.553023,69.212206
M1233799944RC_pyr.tif,-1.552959,69.243911
M1233799944RC_pyr.tif,-1.552701,69.210858
M1233799944LC_pyr.tif,-1.552625,69.045327
M1233799944LC_pyr.tif,-1.552625,69.083321
M1233799944LC_pyr.tif,-1.552625,69.079342
M1233799944LC_pyr.tif,-1.552426,69.046354
M1233799944RC_pyr.tif,-1.55225,69.206815
M1233799944LC_pyr.tif,-1.552227,69.100714
M1233799944LC_pyr.tif,-1.552094,69.092435
M1233799944LC_pyr.tif,-1.552027,69.065544
M1233799944LC_pyr.tif,-1.551895,69.056494
M1233799944LC_pyr.tif,-1.551629,69.075556
M1233799944LC_pyr.tif,-1.551496,69.074336
M1233799944LC_pyr.tif,-1.551297,69.045905
M1233799944RC_pyr.tif,-1.551154,69.196546
M1233799944LC_pyr.tif,-1.551031,69.04353
M1233799944RC_pyr.tif,-1.550896,69.227032
M1233799944RC_pyr.tif,-1.550896,69.239803
M1233799944RC_pyr.tif,-1.550445,69.203028
M1233799944RC_pyr.tif,-1.54993,69.22055
M1233799944RC_pyr.tif,-1.549801,69.230497
M1233799944RC_pyr.tif,-1.549801,69.247826
M1233799944RC_pyr.tif,-1.549672,69.235183
M1233799944RC_pyr.tif,-1.549285,69.193402
M1233799944LC_pyr.tif,-1.549238,69.07793
M1233799944LC_pyr.tif,-1.549039,69.062206
M1233799944LC_pyr.tif,-1.548906,69.085183
M1233799944LC_pyr.tif,-1.54884,69.081268
M1233799944RC_pyr.tif,-1.54877,69.248404
M1233799944RC_pyr.tif,-1.54877,69.202579
M1233799944LC_pyr.tif,-1.548574,69.093462
M1233799944LC_pyr.tif,-1.548441,69.086017
M1233799944LC_pyr.tif,-1.548043,69.040193
M1233799944LC_pyr.tif,-1.547645,69.047509
M1233799944LC_pyr.tif,-1.547645,69.066314
M1233799944LC_pyr.tif,-1.547512,69.075235
M1233799944LC_pyr.tif,-1.547379,69.072667
M1233799944LC_pyr.tif,-1.547246,69.084348
M1233799944LC_pyr.tif,-1.546914,69.08698
M1233799944LC_pyr.tif,-1.546848,69.046482
M1233799944RC_pyr.tif,-1.546836,69.199691
M1233799944RC_pyr.tif,-1.546771,69.203157
M1233799944RC_pyr.tif,-1.546707,69.236402
M1233799944RC_pyr.tif,-1.546514,69.239611
M1233799944RC_pyr.tif,-1.546385,69.247441
M1233799944LC_pyr.tif,-1.546117,69.05014
M1233799944LC_pyr.tif,-1.545785,69.065351
M1233799944LC_pyr.tif,-1.545387,69.093975
M1233799944LC_pyr.tif,-1.544789,69.088969
M1233799944LC_pyr.tif,-1.544656,69.076262
M1233799944LC_pyr.tif,-1.544656,69.039679
M1233799944LC_pyr.tif,-1.544523,69.100907
M1233799944LC_pyr.tif,-1.544457,69.064388
M1233799944LC_pyr.tif,-1.544324,69.066249
M1184355432RC_pyr.tif,-0.689033,72.125994
M1184355432RC_pyr.tif,-0.673457,72.103767
M1184355432RC_pyr.tif,-0.672884,72.077548
M1184355432RC_pyr.tif,-0.664577,72.108131
M1184355432RC_pyr.tif,-0.652331,72.110195
M1184355432RC_pyr.tif,-0.649215,72.113713
M1184355432RC_pyr.tif,-0.64542,72.11686
M1184355432RC_pyr.tif,-0.645169,72.103902
M1184355432RC_pyr.tif,-0.644596,72.074876
M1184355432RC_pyr.tif,-0.644274,72.13046
M1184355432RC_pyr.tif,-0.642842,72.12075
M1184355432RC_pyr.tif,-0.642699,72.121596
M1184355432RC_pyr.tif,-0.634499,72.114525
M1184355432RC_pyr.tif,-0.628125,72.077176
M1184355432RC_pyr.tif,-0.618743,72.119735
M1184355432RC_pyr.tif,-0.618421,72.125487
M1184355432RC_pyr.tif,-0.617454,72.131982
M1184355432RC_pyr.tif,-0.617383,72.079849
M1184355432RC_pyr.tif,-0.617275,72.070038
M1184355432RC_pyr.tif,-0.616165,72.066418
M1184355432RC_pyr.tif,-0.615091,72.096494
M1184355432RC_pyr.tif,-0.614661,72.098185
M1184355432RC_pyr.tif,-0.612656,72.093212
M1184355432RC_pyr.tif,-0.612155,72.093652
M1184355432RC_pyr.tif,-0.609541,72.118517
M1184355432RC_pyr.tif,-0.608789,72.083705
M1184355432RC_pyr.tif,-0.607679,72.121528
M1184355432RC_pyr.tif,-0.6075,72.084957
M1184355432RC_pyr.tif,-0.605566,72.10874
M1184355432RC_pyr.tif,-0.603597,72.078496
M1184355432RC_pyr.tif,-0.60306,72.062832
M1184355432RC_pyr.tif,-0.602738,72.117502
M1184355432RC_pyr.tif,-0.599622,72.112293
M1184355432RC_pyr.tif,-0.598512,72.043481
M1184355432RC_pyr.tif,-0.596257,72.124269
M1184355432RC_pyr.tif,-0.593356,72.104884
M1184355432RC_pyr.tif,-0.592926,72.092129
M1184355432RC_pyr.tif,-0.584261,72.105899
M1184355432RC_pyr.tif,-0.58333,72.114424
