Lro flight direction	North azimuth	Sub solar azimuth	Image Name
-X	276.3	183.24	M1304323728LC_pyr.tif
-X	84.07	179.16	M1310179319LC_pyr.tif
-X	86.51	178.86	M1310179319RC_pyr.tif
+X	267.56	180.37	M1317248093LC_pyr.tif
+X	264.18	180.03	M1317248093RC_pyr.tif
+X	95.62	182	M1325471825RC_pyr.tif
+X	93.07	182.38	M1325471825LC_pyr.tif
+X	95.68	174.4	M1327822354RC_pyr.tif
-X	276.71	189.8	M1332519300LC_pyr.tif
-X	273.29	189.28	M1332519300RC_pyr.tif
-X	276.71	185.51	M1334869794LC_pyr.tif
-X	83.77	176.35	M1340739630LC_pyr.tif
-X	90.74	179.98	M104040147RC_pyr.tif
-X	88.17	184.47	M106397045LC_pyr.tif
+X	268.31	174.66	M111117435RC_pyr.tif
+X	271.49	174.94	M111117435LC_pyr.tif
+X	89.13	149.47	M124097213LC_pyr.tif
+X	91.66	149.59	M124097213RC_pyr.tif
+X	270.88	179.3	M146506265LC_pyr.tif
-X	269.96	184.48	M157120033RC_pyr.tif
-X	273.12	184.89	M157120033LC_pyr.tif
-X	89.54	179.21	M165367835RC_pyr.tif
-X	87.08	179.5	M165367835LC_pyr.tif
+X	90.13	180.13	M180694287LC_pyr.tif
+X	92.82	179.82	M180694287RC_pyr.tif
+X	90.25	181.57	M180694380LC_pyr.tif
+X	90.28	181.97	M183053248LC_pyr.tif
+X	92.76	181.6	M183053248RC_pyr.tif
+X	92.78	182.32	M185412121RC_pyr.tif
-X	86.42	182.26	M1100731225LC_pyr.tif
-X	88.97	181.89	M1100731225RC_pyr.tif
+X	266.57	178.34	M1103088455RC_pyr.tif
+X	269.93	178.6	M1103088455LC_pyr.tif
+X	269.85	177.41	M1105445719LC_pyr.tif
+X	266.54	177.13	M1105445719RC_pyr.tif
+X	266.46	179.16	M1107803716RC_pyr.tif
+X	269.88	179.46	M1107803716LC_pyr.tif
+X	93.82	179.32	M1144323923RC_pyr.tif
-X	271.48	201.3	M1149032641RC_pyr.tif
-X	274.83	202.16	M1149032641LC_pyr.tif
-X	274.8	181.28	M1151381738LC_pyr.tif
-X	271.59	180.92	M1151381738RC_pyr.tif
-X	274.82	181.78	M1153745181LC_pyr.tif
-X	271.61	181.42	M1153745181RC_pyr.tif
-X	88.1	179.01	M1159628869RC_pyr.tif
-X	85.56	179.32	M1159628869LC_pyr.tif
-X	88.04	184.58	M1161985189RC_pyr.tif
+X	265.66	195.86	M1164340754RC_pyr.tif
+X	269.06	196.83	M1164340754LC_pyr.tif
+X	265.69	173.72	M1166687280RC_pyr.tif
+X	268.9	173.94	M1166687280LC_pyr.tif
+X	91.63	181.24	M1174934588LC_pyr.tif
+X	94.18	180.89	M1174934588RC_pyr.tif
+X	94.16	184.78	M1177286877RC_pyr.tif
+X	91.72	185.2	M1177286877LC_pyr.tif
-X	275.16	190.86	M1179646251LC_pyr.tif
+X	268.46	173.24	M1197288204LC_pyr.tif
+X	265.3	173.03	M1197288204RC_pyr.tif
-X	275.53	195.49	M1210245983LC_pyr.tif
-X	272.21	194.88	M1210245983RC_pyr.tif
-X	272.23	183.94	M1214951001RC_pyr.tif
-X	275.62	184.4	M1214951001LC_pyr.tif
-X	84.77	177.11	M1220834548LC_pyr.tif
-X	87.35	176.85	M1220834548RC_pyr.tif
+X	268.26	177.77	M1227895876LC_pyr.tif
+X	264.98	177.48	M1227895876RC_pyr.tif
+X	268.13	176.33	M1230244884LC_pyr.tif
+X	264.98	176.14	M1230244884RC_pyr.tif
+X	94.81	181.14	M1233778780RC_pyr.tif
+X	92.12	181.5	M1233778780LC_pyr.tif
-X	275.86	186.79	M1243188720LC_pyr.tif
-X	87.1	174.62	M1251421230RC_pyr.tif
-X	84.47	174.62	M1253770333LC_pyr.tif
-X	87.05	174.37	M1253770333RC_pyr.tif
+X	264.59	179.01	M1258475538RC_pyr.tif
+X	267.96	179.32	M1258475538LC_pyr.tif
+X	267.87	177.04	M1260824505LC_pyr.tif
+X	264.62	176.84	M1260824505RC_pyr.tif
+X	95.14	163.98	M1269056133RC_pyr.tif
+X	92.5	164.05	M1269056133LC_pyr.tif
-X	86.77	181.59	M1281979971RC_pyr.tif
-X	84.35	181.96	M1281979971LC_pyr.tif
+X	264.48	174.38	M1286687705RC_pyr.tif
+X	267.61	174.71	M1289025097LC_pyr.tif
+X	264.45	174.52	M1289025097RC_pyr.tif
+X	95.39	180.57	M1294919524RC_pyr.tif
+X	92.71	180.91	M1294919524LC_pyr.tif
+X	95.3	184.62	M1297272911RC_pyr.tif
+X	92.86	185.05	M1297272911LC_pyr.tif
-X	276.33	187.05	M1301975553LC_pyr.tif
-X	276.36	184.89	M1304323687LC_pyr.tif
-X	273.03	184.43	M1304323687RC_pyr.tif
-X	273.08	182.83	M1304323728RC_pyr.tif
+X	267.54	178.03	M1319602763LC_pyr.tif
+X	93.02	174.65	M1327822354LC_pyr.tif
-X	273.32	185.02	M1334869794RC_pyr.tif
-X	88.18	180.31	M104040147LC_pyr.tif
+X	268.32	5.06	M108761026RC_pyr.tif
+X	271.56	5.37	M108761026LC_pyr.tif
+X	89.24	181.89	M121722119LC_pyr.tif
+X	91.61	181.52	M121722119RC_pyr.tif
+X	91.54	181.2	M121742474RC_pyr.tif
+X	89.17	181.56	M121742474LC_pyr.tif
-X	272.59	182.26	M128821112LC_pyr.tif
+X	267.6	179.02	M146506265RC_pyr.tif
+X	92.16	176.17	M154765580RC_pyr.tif
+X	89.73	176.48	M154765580LC_pyr.tif
-X	273.25	185.92	M159480967LC_pyr.tif
-X	269.93	185.47	M159480967RC_pyr.tif
-X	89.52	178.3	M167729572RC_pyr.tif
-X	87	178.6	M167729572LC_pyr.tif
-X	89.42	189.51	M170083829RC_pyr.tif
-X	87.06	189.98	M170083829LC_pyr.tif
+X	267.15	174.52	M174801037RC_pyr.tif
+X	270.21	174.77	M174801037LC_pyr.tif
+X	92.73	180.91	M180701500RC_pyr.tif
+X	90.31	182.7	M185412121LC_pyr.tif
-X	273.79	188.71	M187770995LC_pyr.tif
-X	270.5	188.2	M187770995RC_pyr.tif
-X	89.09	178.27	M1096022543RC_pyr.tif
-X	274.3	183.17	M1120769255LC_pyr.tif
-X	85.98	178.91	M1129013085LC_pyr.tif
-X	88.57	178.61	M1129013085RC_pyr.tif
-X	86.02	185.68	M1131366926LC_pyr.tif
-X	88.48	185.24	M1131366926RC_pyr.tif
+X	266.09	172.12	M1136058195RC_pyr.tif
+X	269.26	172.3	M1136058195LC_pyr.tif
+X	91.37	182.79	M1144309768LC_pyr.tif
+X	91.21	179.64	M1144323923LC_pyr.tif
+X	93.82	182.4	M1144309768RC_pyr.tif
+X	93.79	183.25	M1146677542RC_pyr.tif
+X	91.33	183.65	M1146677542LC_pyr.tif
-X	271.62	180.37	M1151374624RC_pyr.tif
-X	274.82	180.72	M1151374624LC_pyr.tif
-X	85.58	185	M1161985189LC_pyr.tif
+X	269.01	179.02	M1169053981LC_pyr.tif
-X	271.87	190.27	M1179646251RC_pyr.tif
-X	271.92	182.72	M1184355432RC_pyr.tif
-X	275.22	183.13	M1184355432LC_pyr.tif
-X	271.97	181.47	M1184355466RC_pyr.tif
-X	275.16	181.84	M1184355466LC_pyr.tif
-X	85.21	185.38	M1192592648LC_pyr.tif
-X	87.65	184.95	M1192592648RC_pyr.tif
+X	94.53	179.82	M1205541075RC_pyr.tif
+X	91.93	180.14	M1205541075LC_pyr.tif
-X	275.51	182.94	M1214958095LC_pyr.tif
-X	84.86	186.24	M1223190641LC_pyr.tif
-X	87.28	185.81	M1223190641RC_pyr.tif
+X	268.15	173.38	M1227888780LC_pyr.tif
+X	265.01	173.18	M1227888780RC_pyr.tif
+X	92.19	180.72	M1236134809LC_pyr.tif
+X	94.79	180.38	M1236134809RC_pyr.tif
-X	272.46	186.31	M1243188720RC_pyr.tif
-X	275.76	182.35	M1245537837LC_pyr.tif
-X	272.6	181.96	M1245537837RC_pyr.tif
-X	84.45	174.85	M1251421230LC_pyr.tif
+X	267.97	177.88	M1256126451LC_pyr.tif
+X	264.67	177.58	M1256126451RC_pyr.tif
+X	95.05	182.35	M1264358433RC_pyr.tif
+X	92.54	182.76	M1264358433LC_pyr.tif
+X	95.08	181.3	M1266707304RC_pyr.tif
+X	92.55	181.67	M1266707304LC_pyr.tif
-X	272.78	183.13	M1271411466RC_pyr.tif
-X	276	183.52	M1271411466LC_pyr.tif
-X	86.82	178.04	M1284341933RC_pyr.tif
-X	84.27	178.3	M1284341933LC_pyr.tif
+X	267.77	177.93	M1286694750LC_pyr.tif
+X	95.36	155.05	M1299627316RC_pyr.tif
-X	273.02	186.59	M1301975553RC_pyr.tif
-X	86.57	178.06	M1310200421RC_pyr.tif
-X	84.06	178.34	M1310200421LC_pyr.tif
+X	267.5	176.04	M1317255072LC_pyr.tif
+X	264.21	174.81	M1319581580RC_pyr.tif
+X	267.36	174.98	M1319581580LC_pyr.tif
+X	264.18	177.77	M1319602763RC_pyr.tif
+X	95.64	176.25	M1327829412RC_pyr.tif
-X	273.29	186.79	M1332526373RC_pyr.tif
-X	276.62	187.27	M1332526373LC_pyr.tif
-X	273.38	182.89	M1334876926RC_pyr.tif
-X	276.55	183.3	M1334876926LC_pyr.tif
-X	83.84	178.74	M1340746620LC_pyr.tif
-X	86.31	178.44	M1340746620RC_pyr.tif
-X	90.74	180.6	M104047289RC_pyr.tif
-X	88.21	185.22	M106404207LC_pyr.tif
-X	90.69	184.78	M106404207RC_pyr.tif
+X	89.27	184.12	M124083700LC_pyr.tif
+X	91.64	183.72	M124083700RC_pyr.tif
-X	269.42	181.88	M128821112RC_pyr.tif
-X	90.14	179.87	M137075226RC_pyr.tif
-X	87.65	180.21	M137075226LC_pyr.tif
-X	87.61	182.51	M139436220LC_pyr.tif
-X	90.1	182.13	M139436220RC_pyr.tif
+X	270.86	178.93	M146513024LC_pyr.tif
+X	92.16	183.7	M154758822RC_pyr.tif
+X	89.8	184.09	M154758822LC_pyr.tif
-X	269.93	186.03	M157126805RC_pyr.tif
-X	273.11	186.46	M157126805LC_pyr.tif
-X	270.01	181.73	M161842593RC_pyr.tif
-X	273.23	182.11	M161842593LC_pyr.tif
-X	87.16	180.33	M165374580LC_pyr.tif
-X	89.52	180.01	M165374580RC_pyr.tif
+X	90.2	181.26	M180701500LC_pyr.tif
+X	90.02	177.47	M183060314LC_pyr.tif
+X	92.69	177.21	M183060314RC_pyr.tif
-X	266.89	182.59	M192488825LC_pyr.tif
-X	86.42	178.51	M1096022543LC_pyr.tif
+X	266.63	152.27	M1103088406RC_pyr.tif
+X	269.84	151.8	M1103088406LC_pyr.tif
+X	266.62	162.7	M1103095566RC_pyr.tif
+X	269.9	162.49	M1103095566LC_pyr.tif
+X	269.75	176.64	M1107810749LC_pyr.tif
+X	93.26	180.8	M1113701912RC_pyr.tif
+X	90.75	181.15	M1113701912LC_pyr.tif
+X	93.27	181.81	M1116060156RC_pyr.tif
-X	274.23	178.54	M1118411395LC_pyr.tif
-X	271.03	178.25	M1118411395RC_pyr.tif
-X	271.05	182.77	M1120769255RC_pyr.tif
-X	88.54	179.89	M1131374084RC_pyr.tif
+X	269.41	179.07	M1138440238LC_pyr.tif
+X	266.03	178.78	M1138440238RC_pyr.tif
+X	91.18	171.96	M1146684570LC_pyr.tif
+X	93.85	171.76	M1146684570RC_pyr.tif
+X	93.77	183.04	M1146684644RC_pyr.tif
+X	91.31	183.43	M1146684644LC_pyr.tif
-X	274.8	183.69	M1151395948LC_pyr.tif
-X	271.52	183.28	M1151395948RC_pyr.tif
-X	85.61	181.46	M1159621699LC_pyr.tif
-X	88.04	181.1	M1159621699RC_pyr.tif
+X	269	178.03	M1166701539LC_pyr.tif
+X	265.68	177.74	M1166701539RC_pyr.tif
+X	265.62	178.73	M1169053981RC_pyr.tif
+X	91.52	178.56	M1174941628LC_pyr.tif
+X	94.22	178.27	M1174941628RC_pyr.tif
-X	272.26	182.53	M1214958095RC_pyr.tif
-X	87.39	175.36	M1220841618RC_pyr.tif
-X	84.74	175.58	M1220841618LC_pyr.tif
+X	264.95	175.89	M1230230808RC_pyr.tif
+X	265	175.92	M1230251907RC_pyr.tif
+X	268.13	176.1	M1230251907LC_pyr.tif
-X	275.82	186.41	M1243195760LC_pyr.tif
+X	264.65	176.69	M1260831529RC_pyr.tif
+X	267.87	176.88	M1260831529LC_pyr.tif
+X	95.09	191.69	M1269042156RC_pyr.tif
+X	92.69	192.24	M1269042156LC_pyr.tif
-X	272.76	183.82	M1273766163RC_pyr.tif
-X	276.03	184.25	M1273766163LC_pyr.tif
+X	264.46	177.63	M1286694750RC_pyr.tif
+X	95.27	185.21	M1297279944RC_pyr.tif
+X	92.85	185.65	M1297279944LC_pyr.tif
+X	92.79	154.21	M1299627316LC_pyr.tif
-X	276.28	185.16	M1301982602LC_pyr.tif
-X	272.99	185.11	M1304330688RC_pyr.tif
-X	276.37	185.59	M1304330688LC_pyr.tif
+X	264.25	175.77	M1317255072RC_pyr.tif
+X	93.02	176.53	M1327829412LC_pyr.tif
-X	276.49	181.24	M1332533493LC_pyr.tif
-X	88.22	180.95	M104047289LC_pyr.tif
+X	91.6	178.57	M119387731RC_pyr.tif
+X	89.03	178.85	M119387731LC_pyr.tif
+X	89.1	178.22	M121749223LC_pyr.tif
+X	91.57	177.91	M121749223RC_pyr.tif
+X	267.73	181.82	M141797782RC_pyr.tif
+X	271.03	182.19	M141797782LC_pyr.tif
+X	267.64	178.66	M146513024RC_pyr.tif
-X	89.52	178.87	M167736347RC_pyr.tif
-X	87.03	179.19	M167736347LC_pyr.tif
+X	267.15	178.37	M172453030RC_pyr.tif
+X	270.4	178.7	M172453030LC_pyr.tif
-X	263.58	182.2	M192488825RC_pyr.tif
-X	88.97	179.77	M1096015309RC_pyr.tif
-X	86.55	180.07	M1096015309LC_pyr.tif
+X	266.58	176.44	M1107810749RC_pyr.tif
+X	90.79	182.18	M1116060156LC_pyr.tif
-X	274.32	206.22	M1118418405LC_pyr.tif
-X	270.93	205.37	M1118418405RC_pyr.tif
-X	86.01	179.24	M1129020189LC_pyr.tif
-X	88.58	178.94	M1129020189RC_pyr.tif
-X	85.97	180.23	M1131374084LC_pyr.tif
+X	91.15	178.56	M1144331013LC_pyr.tif
+X	93.82	178.28	M1144331013RC_pyr.tif
+X	94.21	171.64	M1177300998RC_pyr.tif
-X	271.96	181.18	M1184362579RC_pyr.tif
-X	275.12	181.54	M1184362579LC_pyr.tif
-X	85.23	181.2	M1190231198LC_pyr.tif
-X	87.64	180.84	M1190231198RC_pyr.tif
-X	85.25	180.64	M1190245262LC_pyr.tif
-X	87.68	180.3	M1190245262RC_pyr.tif
-X	85.17	179.27	M1192599722LC_pyr.tif
-X	87.71	178.94	M1192599722RC_pyr.tif
+X	91.89	179.45	M1205548087LC_pyr.tif
+X	94.52	179.14	M1205548087RC_pyr.tif
-X	87.32	182.49	M1223197709RC_pyr.tif
-X	84.85	182.88	M1223197709LC_pyr.tif
-X	84.77	174.65	M1223197748LC_pyr.tif
-X	87.37	174.39	M1223197748RC_pyr.tif
-X	272.45	185.61	M1240846811RC_pyr.tif
-X	275.71	186.05	M1240846811LC_pyr.tif
-X	272.44	185.94	M1243195760RC_pyr.tif
-X	275.74	182.65	M1245551869LC_pyr.tif
-X	272.54	182.24	M1245551869RC_pyr.tif
-X	87.13	176.55	M1249079125RC_pyr.tif
-X	87.07	177.95	M1251428208RC_pyr.tif
-X	84.55	178.24	M1251428208LC_pyr.tif
+X	264.68	174.84	M1258482496RC_pyr.tif
+X	267.87	175.05	M1258482496LC_pyr.tif
+X	92.52	180.82	M1266714324LC_pyr.tif
+X	95.08	180.48	M1266714324RC_pyr.tif
-X	272.78	180.86	M1271418511RC_pyr.tif
-X	275.95	181.22	M1271418511LC_pyr.tif
-X	272.84	181.1	M1273759193RC_pyr.tif
-X	275.97	181.46	M1273759193LC_pyr.tif
-X	86.78	207.83	M1284348903RC_pyr.tif
+X	264.42	178.69	M1289053270RC_pyr.tif
+X	267.81	178.99	M1289053270LC_pyr.tif
-X	273.01	184.74	M1301982602RC_pyr.tif
-X	86.58	178.42	M1310207431RC_pyr.tif
-X	84.08	178.7	M1310207431LC_pyr.tif
-X	273.36	180.88	M1332533493RC_pyr.tif
-X	86.37	176.84	M1338404584RC_pyr.tif
-X	83.84	177.03	M1338404584LC_pyr.tif
-X	86.31	179.62	M1340753631RC_pyr.tif
-X	83.88	179.95	M1340753631LC_pyr.tif
-X	88.22	184.78	M106411384LC_pyr.tif
-X	90.72	184.35	M106411384RC_pyr.tif
+X	89.21	181.78	M119374249LC_pyr.tif
+X	91.54	181.41	M119374249RC_pyr.tif
+X	89.07	143.18	M124110784LC_pyr.tif
+X	91.63	143.35	M124110784RC_pyr.tif
-X	269.4	180.05	M128827947RC_pyr.tif
-X	272.47	180.39	M128827947LC_pyr.tif
+X	270.89	179.04	M146519808LC_pyr.tif
-X	273.06	182.11	M157133609LC_pyr.tif
-X	269.94	181.74	M157133609RC_pyr.tif
-X	273.24	182.43	M161849362LC_pyr.tif
-X	269.97	182.04	M161849362RC_pyr.tif
+X	268.89	177.43	M177169736LC_pyr.tif
+X	265.81	177.19	M177169736RC_pyr.tif
+X	92.71	180.88	M180708632RC_pyr.tif
+X	90.18	181.23	M180708632LC_pyr.tif
+X	90.13	177.7	M183067467LC_pyr.tif
+X	92.78	177.43	M183067467RC_pyr.tif
+X	92.74	181.64	M185426414RC_pyr.tif
-X	89.07	178.02	M1098387637RC_pyr.tif
-X	86.42	178.3	M1098387637LC_pyr.tif
-X	86.47	188.1	M1100731193LC_pyr.tif
-X	88.93	187.62	M1100731193RC_pyr.tif
+X	93.26	178.47	M1116067244RC_pyr.tif
+X	269.39	178.22	M1138447320LC_pyr.tif
+X	266.08	177.96	M1138447320RC_pyr.tif
+X	93.7	183.03	M1144338225RC_pyr.tif
+X	93.8	174.97	M1146691708RC_pyr.tif
+X	91.19	175.22	M1146691708LC_pyr.tif
+X	93.75	182.35	M1146691748RC_pyr.tif
+X	91.27	182.73	M1146691748LC_pyr.tif
-X	271.41	208.83	M1149046858RC_pyr.tif
-X	274.82	209.81	M1149046858LC_pyr.tif
-X	274.83	183.01	M1153759366LC_pyr.tif
-X	85.62	180.3	M1159643084LC_pyr.tif
-X	88.11	179.97	M1159643084RC_pyr.tif
-X	88.11	180.13	M1161999456RC_pyr.tif
+X	91.53	179.43	M1174948755LC_pyr.tif
+X	94.17	179.12	M1174948755RC_pyr.tif
+X	91.53	171.85	M1177300998LC_pyr.tif
-X	85.29	179.19	M1187883806LC_pyr.tif
-X	87.77	177.97	M1187897919RC_pyr.tif
+X	268.51	176.8	M1199665387LC_pyr.tif
+X	265.3	176.58	M1199665387RC_pyr.tif
+X	265.26	177.82	M1199665418RC_pyr.tif
+X	268.57	178.07	M1199665418LC_pyr.tif
-X	275.51	201.32	M1210260030LC_pyr.tif
-X	272.3	179.62	M1212602091RC_pyr.tif
-X	275.43	179.95	M1212602091LC_pyr.tif
-X	275.52	183.62	M1214965098LC_pyr.tif
-X	272.21	183.19	M1214965098RC_pyr.tif
-X	87.36	178.18	M1220848602RC_pyr.tif
-X	84.84	178.48	M1220848602LC_pyr.tif
+X	268.26	171.67	M1225553820LC_pyr.tif
+X	265.02	171.5	M1225553820RC_pyr.tif
+X	94.67	182.95	M1233785951RC_pyr.tif
+X	92.27	183.38	M1233785951LC_pyr.tif
+X	94.77	181.03	M1233792844RC_pyr.tif
-X	275.72	182.02	M1245544887LC_pyr.tif
-X	272.6	181.64	M1245544887RC_pyr.tif
-X	87.01	178.89	M1249071981RC_pyr.tif
-X	84.63	179.17	M1249071981LC_pyr.tif
-X	84.48	176.75	M1249079125LC_pyr.tif
-X	84.52	176.65	M1253784390LC_pyr.tif
-X	87.07	176.37	M1253784390RC_pyr.tif
+X	95.07	170.06	M1269070221RC_pyr.tif
-X	84.33	179.01	M1279625097LC_pyr.tif
-X	86.75	178.73	M1279625097RC_pyr.tif
-X	84.37	208.94	M1284348903LC_pyr.tif
-X	276.3	184.5	M1304337747LC_pyr.tif
-X	272.99	184.05	M1304337747RC_pyr.tif
-X	84.11	180.08	M1310193348LC_pyr.tif
-X	88.25	181.02	M104054440LC_pyr.tif
-X	90.76	180.67	M104054440RC_pyr.tif
+X	268.35	359.13	M108774621RC_pyr.tif
+X	268.34	169.08	M111110600RC_pyr.tif
+X	271.61	359.55	M108774621LC_pyr.tif
+X	268.35	176.07	M113494162RC_pyr.tif
+X	271.43	176.31	M113494162LC_pyr.tif
+X	91.48	181.33	M119394610RC_pyr.tif
+X	89.15	181.7	M119394610LC_pyr.tif
+X	91.49	182.86	M121756069RC_pyr.tif
+X	89.17	183.25	M121756069LC_pyr.tif
-X	272.49	177.62	M126459749LC_pyr.tif
-X	269.44	177.31	M126459749RC_pyr.tif
-X	272.47	179.05	M126473312LC_pyr.tif
-X	269.39	178.72	M126473312RC_pyr.tif
-X	272.59	183	M128834665LC_pyr.tif
+X	271.03	179.99	M141804554LC_pyr.tif
+X	267.76	179.64	M141804554RC_pyr.tif
+X	267.66	178.77	M146519808RC_pyr.tif
+X	92.1	181.93	M152404106RC_pyr.tif
+X	89.75	182.31	M152404106LC_pyr.tif
-X	89.48	182.04	M167743076RC_pyr.tif
-X	87.14	182.42	M167743076LC_pyr.tif
-X	87.11	193.08	M170090603LC_pyr.tif
-X	89.42	192.59	M170090603RC_pyr.tif
+X	270.4	173.56	M172459798LC_pyr.tif
+X	267.19	173.28	M172459798RC_pyr.tif
+X	90.26	182.01	M185426414LC_pyr.tif
-X	270.45	190.63	M187785281RC_pyr.tif
-X	273.76	191.18	M187785281LC_pyr.tif
-X	273.76	181.16	M190144255LC_pyr.tif
+X	90.79	183.28	M1113709051LC_pyr.tif
+X	93.2	182.87	M1113709051RC_pyr.tif
+X	90.74	178.78	M1116067244LC_pyr.tif
-X	274.21	186.15	M1118425569LC_pyr.tif
-X	270.96	185.68	M1118425569RC_pyr.tif
-X	86.09	181.83	M1129020140LC_pyr.tif
-X	88.52	181.46	M1129020140RC_pyr.tif
-X	88.56	180.38	M1129027267RC_pyr.tif
+X	269.32	171.69	M1136086625LC_pyr.tif
+X	266.17	171.52	M1136086625RC_pyr.tif
+X	269.34	172.19	M1136093731LC_pyr.tif
+X	266.18	172.01	M1136093731RC_pyr.tif
+X	91.29	183.44	M1144338225LC_pyr.tif
-X	271.52	182.6	M1153759366RC_pyr.tif
-X	85.56	180.47	M1161999456LC_pyr.tif
-X	271.82	193.25	M1179660454RC_pyr.tif
-X	275.12	193.89	M1179660454LC_pyr.tif
-X	85.23	178.2	M1187897919LC_pyr.tif
-X	85.22	183.07	M1192606724LC_pyr.tif
-X	87.69	182.68	M1192606724RC_pyr.tif
+X	268.6	162.25	M1194961088LC_pyr.tif
+X	265.38	162.39	M1194961088RC_pyr.tif
+X	91.88	180.09	M1205555134LC_pyr.tif
+X	94.47	179.76	M1205555134RC_pyr.tif
-X	275.39	181.79	M1214972209LC_pyr.tif
+X	92.06	181.39	M1233792844LC_pyr.tif
-X	275.7	188.14	M1240853838LC_pyr.tif
-X	272.42	187.66	M1240853838RC_pyr.tif
-X	275.8	183.79	M1245558840LC_pyr.tif
+X	95	182.45	M1264372505RC_pyr.tif
+X	92.52	181.74	M1266721371LC_pyr.tif
+X	95.04	181.37	M1266721371RC_pyr.tif
+X	92.49	170.22	M1269070221LC_pyr.tif
+X	267.75	176.74	M1289060237LC_pyr.tif
+X	95.3	160.45	M1299641388RC_pyr.tif
-X	272.95	189.06	M1301989590RC_pyr.tif
-X	276.32	189.56	M1301989590LC_pyr.tif
-X	86.51	179.76	M1310193348RC_pyr.tif
+X	264.34	126.68	M1314910154RC_pyr.tif
+X	267.44	125.69	M1314910154LC_pyr.tif
+X	267.53	177.21	M1319616806LC_pyr.tif
-X	273.27	185.37	M1332540468RC_pyr.tif
-X	276.55	185.82	M1332540468LC_pyr.tif
+X	264.23	176.98	M1319616806RC_pyr.tif
-X	83.87	179.08	M1340760679LC_pyr.tif
-X	86.34	178.77	M1340760679RC_pyr.tif
-X	88.25	185.55	M106418548LC_pyr.tif
-X	90.73	185.11	M106418548RC_pyr.tif
+X	91.51	181.7	M119381047RC_pyr.tif
+X	89.2	182.08	M119381047LC_pyr.tif
+X	91.58	159.56	M124117604RC_pyr.tif
-X	269.41	178.23	M126466533RC_pyr.tif
+X	89.11	159.57	M124117604LC_pyr.tif
-X	272.49	178.56	M126466533LC_pyr.tif
-X	272.54	179.81	M128814386LC_pyr.tif
-X	269.5	179.48	M128814386RC_pyr.tif
-X	269.37	182.6	M128834665RC_pyr.tif
-X	90.16	181.1	M137088778RC_pyr.tif
-X	87.71	181.46	M137088778LC_pyr.tif
+X	270.88	178.61	M146526562LC_pyr.tif
+X	92.03	182.54	M152424461RC_pyr.tif
+X	89.72	182.93	M152424461LC_pyr.tif
-X	269.93	178.96	M157140404RC_pyr.tif
-X	273.02	179.3	M157140404LC_pyr.tif
-X	270	181.27	M161856183RC_pyr.tif
-X	273.16	181.64	M161856183LC_pyr.tif
-X	89.59	179.44	M165388196RC_pyr.tif
-X	87.15	179.74	M165388196LC_pyr.tif
-X	87.08	178.83	M165388229LC_pyr.tif
-X	89.64	178.56	M165388229RC_pyr.tif
-X	89.51	181.18	M170104247RC_pyr.tif
-X	87.02	181.55	M170104247LC_pyr.tif
+X	92.7	180.6	M180715764RC_pyr.tif
+X	90.14	180.94	M180715764LC_pyr.tif
+X	92.71	184.53	M185433583RC_pyr.tif
-X	273.76	179.33	M190129976LC_pyr.tif
-X	270.62	179.01	M190129976RC_pyr.tif
-X	270.55	180.8	M190144255RC_pyr.tif
-X	89.13	178.14	M1096036845RC_pyr.tif
-X	86.43	178.38	M1096036845LC_pyr.tif
-X	89.05	179.56	M1098394757RC_pyr.tif
-X	86.49	179.88	M1098394757LC_pyr.tif
-X	88.99	186.39	M1100752638RC_pyr.tif
-X	89.04	179.19	M1100752682RC_pyr.tif
-X	86.44	179.52	M1100752682LC_pyr.tif
+X	269.95	170.02	M1103109870LC_pyr.tif
+X	266.64	170.02	M1103109870RC_pyr.tif
+X	266.59	177.84	M1105467157RC_pyr.tif
+X	269.92	178.14	M1105467157LC_pyr.tif
-X	274.26	180.98	M1123135453LC_pyr.tif
-X	271.1	180.64	M1123135453RC_pyr.tif
-X	86.07	180.72	M1129027267LC_pyr.tif
+X	269.43	178.69	M1138454445LC_pyr.tif
+X	266.08	178.42	M1138454445RC_pyr.tif
+X	91.32	183.51	M1144331125LC_pyr.tif
+X	93.73	183.09	M1144331125RC_pyr.tif
+X	91.26	184.06	M1146698878LC_pyr.tif
+X	93.72	183.65	M1146698878RC_pyr.tif
-X	271.43	193.14	M1149054020RC_pyr.tif
-X	274.73	193.81	M1149054020LC_pyr.tif
-X	274.81	186.07	M1151410161LC_pyr.tif
-X	274.73	182.42	M1151410204LC_pyr.tif
-X	271.49	182.04	M1151410204RC_pyr.tif
-X	88.09	181.61	M1159650164RC_pyr.tif
+X	269	176.15	M1166715722LC_pyr.tif
+X	269.04	179.18	M1169068200LC_pyr.tif
+X	265.64	178.89	M1169068200RC_pyr.tif
+X	91.56	181.29	M1174955919LC_pyr.tif
+X	94.1	180.93	M1174955919RC_pyr.tif
+X	91.63	183.32	M1174955955LC_pyr.tif
+X	94.07	182.91	M1174955955RC_pyr.tif
-X	271.92	165.66	M1179653418RC_pyr.tif
-X	275.05	165.64	M1179653418LC_pyr.tif
-X	85.26	182.1	M1190238202LC_pyr.tif
-X	87.63	181.72	M1190238202RC_pyr.tif
+X	94.45	189.36	M1207897106RC_pyr.tif
+X	92.08	189.86	M1207897106LC_pyr.tif
-X	275.38	169.34	M1210253101LC_pyr.tif
