Lro flight direction	North azimuth	Sub solar azimuth	Image Name
+X	92.18	139.94	M1268788687LC_pyr.tif
+X	95.07	169.25	M1268795893RC_pyr.tif
+X	92.41	169.4	M1268795893LC_pyr.tif
+X	95.21	152.21	M1268809875RC_pyr.tif
+X	92.33	152.11	M1268809875LC_pyr.tif
+X	92.47	170.33	M1268816999LC_pyr.tif
+X	95.11	170.17	M1268816999RC_pyr.tif
+X	95.15	158.26	M1268802872RC_pyr.tif
+X	92.36	158.24	M1268802872LC_pyr.tif
+X	92.44	163.14	M1268831033LC_pyr.tif
+X	95.27	148.86	M1268823922RC_pyr.tif
+X	95.16	163.08	M1268831033RC_pyr.tif
+X	92.34	148.71	M1268823922LC_pyr.tif
+X	95.4	138.87	M1268837923RC_pyr.tif
+X	92.53	176.2	M1268838126LC_pyr.tif
+X	95.1	175.93	M1268838126RC_pyr.tif
+X	92.28	138.62	M1268837923LC_pyr.tif
+X	95.37	140.73	M1268844977RC_pyr.tif
+X	92.3	140.5	M1268844977LC_pyr.tif
+X	95.15	167.09	M1268845120RC_pyr.tif
+X	92.48	167.21	M1268845120LC_pyr.tif
+X	92.31	141.47	M1268852019LC_pyr.tif
+X	92.42	156.66	M1268859138LC_pyr.tif
+X	95.36	141.69	M1268852019RC_pyr.tif
+X	95.21	156.7	M1268859138RC_pyr.tif
-X	276.08	199.2	M1271144238LC_pyr.tif
-X	272.56	206.94	M1271137153RC_pyr.tif
-X	272.63	201.78	M1271158275RC_pyr.tif
-X	276.15	202.48	M1271158275LC_pyr.tif
-X	272.62	198.55	M1271144238RC_pyr.tif
-X	272.67	197.95	M1271165329RC_pyr.tif
-X	272.66	202.38	M1271172330RC_pyr.tif
-X	276.12	198.59	M1271165329LC_pyr.tif
-X	276.19	203.09	M1271172330LC_pyr.tif
-X	272.78	181.88	M1271179486RC_pyr.tif
-X	275.99	182.26	M1271179486LC_pyr.tif
-X	272.66	204.69	M1271186373RC_pyr.tif
-X	276.24	205.42	M1271186373LC_pyr.tif
-X	276.41	215.31	M1271193325LC_pyr.tif
-X	272.62	214.44	M1271193325RC_pyr.tif
-X	276.17	199.63	M1271200470LC_pyr.tif
-X	272.7	198.98	M1271200470RC_pyr.tif
-X	272.69	200.38	M1271207490RC_pyr.tif
-X	276.19	201.05	M1271207490LC_pyr.tif
-X	276.03	185.11	M1271193529LC_pyr.tif
-X	272.77	184.69	M1271193529RC_pyr.tif
-X	272.77	186.83	M1271214604RC_pyr.tif
-X	276.05	187.29	M1271214604LC_pyr.tif
-X	272.71	186.09	M1273520072RC_pyr.tif
-X	276.01	184.31	M1273506057LC_pyr.tif
-X	272.7	183.71	M1273491999RC_pyr.tif
-X	272.72	183.88	M1273506057RC_pyr.tif
-X	272.61	193.77	M1273526942RC_pyr.tif
-X	276.11	186.57	M1273520072LC_pyr.tif
-X	276.01	183.06	M1273527171LC_pyr.tif
-X	272.68	189.49	M1273534063RC_pyr.tif
-X	276.25	190.05	M1273534063LC_pyr.tif
-X	276.45	194.45	M1273526942LC_pyr.tif
-X	272.79	182.66	M1273527171RC_pyr.tif
-X	272.69	189.09	M1273541102RC_pyr.tif
-X	276.24	189.65	M1273541102LC_pyr.tif
-X	276.43	193.66	M1273548059LC_pyr.tif
-X	272.68	190.19	M1273548107RC_pyr.tif
-X	272.64	193.01	M1273548059RC_pyr.tif
-X	276.29	190.77	M1273548107LC_pyr.tif
-X	272.69	189.23	M1273555157RC_pyr.tif
-X	276.45	193.97	M1273562099LC_pyr.tif
-X	276.25	189.79	M1273555157LC_pyr.tif
-X	272.81	182.43	M1273562325RC_pyr.tif
-X	272.64	193.3	M1273562099RC_pyr.tif
-X	276.02	182.82	M1273562325LC_pyr.tif
-X	276.06	184.12	M1273569328LC_pyr.tif
-X	272.56	185.62	M1275839509RC_pyr.tif
-X	276.34	186.16	M1275839509LC_pyr.tif
-X	272.59	186.23	M1275853529RC_pyr.tif
-X	276.49	186.79	M1275853529LC_pyr.tif
-X	276.21	185.19	M1275846606LC_pyr.tif
-X	272.62	184.69	M1275846606RC_pyr.tif
-X	272.71	183.64	M1275853711RC_pyr.tif
-X	276.1	184.1	M1275853711LC_pyr.tif
-X	272.73	183.53	M1275860749RC_pyr.tif
-X	276.1	183.99	M1275860749LC_pyr.tif
-X	272.61	186.11	M1275860566RC_pyr.tif
-X	276.49	186.67	M1275860566LC_pyr.tif
-X	272.71	184.18	M1275867735RC_pyr.tif
-X	276.19	184.66	M1275867735LC_pyr.tif
-X	276.17	184.28	M1275881821LC_pyr.tif
-X	272.74	183.77	M1275874794RC_pyr.tif
-X	272.75	183.81	M1275881821RC_pyr.tif
-X	276.39	185.85	M1275888742LC_pyr.tif
-X	272.81	182.95	M1275888911RC_pyr.tif
-X	276.15	184.24	M1275874794LC_pyr.tif
-X	276.08	183.38	M1275888911LC_pyr.tif
-X	272.74	184.24	M1275895851RC_pyr.tif
-X	276.23	184.72	M1275895851LC_pyr.tif
-X	272.76	183.84	M1275902910RC_pyr.tif
-X	276.18	184.31	M1275902910LC_pyr.tif
-X	272.85	182.63	M1275910024RC_pyr.tif
-X	276.05	183.05	M1275910024LC_pyr.tif
-X	272.76	183.9	M1275916965RC_pyr.tif
-X	87	175.96	M1279379131RC_pyr.tif
-X	276.19	184.37	M1275916965LC_pyr.tif
-X	84.31	176.14	M1279379131LC_pyr.tif
-X	86.98	177.22	M1279372047RC_pyr.tif
-X	87.04	173.7	M1279386251RC_pyr.tif
-X	86.98	175.05	M1279400253RC_pyr.tif
-X	84.11	173.81	M1279386251LC_pyr.tif
-X	84.2	175.21	M1279400253LC_pyr.tif
-X	86.98	174.54	M1279407303RC_pyr.tif
-X	86.98	173.88	M1279414358RC_pyr.tif
-X	84.08	173.99	M1279414358LC_pyr.tif
-X	84.42	177.45	M1279372047LC_pyr.tif
-X	84.16	174.68	M1279407303LC_pyr.tif
-X	86.97	173.84	M1279421388RC_pyr.tif
-X	84.07	173.96	M1279421388LC_pyr.tif
-X	86.95	173.78	M1279435448RC_pyr.tif
-X	84.05	173.89	M1279435448LC_pyr.tif
-X	84.34	178.37	M1279442313LC_pyr.tif
-X	86.96	174.1	M1279428407RC_pyr.tif
-X	86.81	178.11	M1279442313RC_pyr.tif
-X	84.09	174.22	M1279428407LC_pyr.tif
-X	86.93	173.45	M1279449519RC_pyr.tif
-X	84.1	174.59	M1279442450LC_pyr.tif
-X	84.46	179.33	M1281726909LC_pyr.tif
-X	84.52	181.77	M1281719844LC_pyr.tif
-X	86.95	179.01	M1281726909RC_pyr.tif
-X	87.1	165.1	M1281727117RC_pyr.tif
-X	86.92	174.45	M1279442450RC_pyr.tif
-X	84.06	165.13	M1281727117LC_pyr.tif
-X	84.48	181.71	M1281733909LC_pyr.tif
-X	84.11	166.75	M1281734121LC_pyr.tif
-X	86.9	181.34	M1281733909RC_pyr.tif
-X	87.07	166.69	M1281734121RC_pyr.tif
-X	87.01	170.66	M1281741091RC_pyr.tif
-X	86.9	178.15	M1281755042RC_pyr.tif
-X	84.05	166.06	M1281748190LC_pyr.tif
-X	84.37	178.45	M1281755042LC_pyr.tif
-X	84.22	170.81	M1281741091LC_pyr.tif
-X	87.04	166.01	M1281748190RC_pyr.tif
-X	83.98	164.15	M1281755249LC_pyr.tif
-X	87.05	164.14	M1281755249RC_pyr.tif
-X	87.03	163.15	M1281762293RC_pyr.tif
-X	83.93	163.14	M1281762293LC_pyr.tif
-X	86.89	177.12	M1281762086RC_pyr.tif
-X	84.33	177.4	M1281762086LC_pyr.tif
-X	86.9	175.65	M1281769137RC_pyr.tif
-X	84.3	175.9	M1281769137LC_pyr.tif
-X	83.93	163.46	M1281776346LC_pyr.tif
-X	87.01	163.46	M1281776346RC_pyr.tif
-X	84.33	177.87	M1281776139LC_pyr.tif
-X	86.87	177.58	M1281776139RC_pyr.tif
-X	86.88	175.47	M1281783198RC_pyr.tif
-X	84.27	175.71	M1281783198LC_pyr.tif
-X	84.1	169.31	M1281790318LC_pyr.tif
-X	86.96	165.89	M1281797396RC_pyr.tif
-X	83.98	165.95	M1281797396LC_pyr.tif
-X	86.94	169.19	M1281790318RC_pyr.tif
-X	86.95	178.67	M1284074784RC_pyr.tif
-X	84.24	151.9	M1284081897LC_pyr.tif
-X	84.4	178.98	M1284074784LC_pyr.tif
-X	84.21	152.6	M1284095952LC_pyr.tif
-X	87.01	144.72	M1284088957RC_pyr.tif
-X	84.17	144.43	M1284088957LC_pyr.tif
-X	87	152.1	M1284081897RC_pyr.tif
-X	86.9	171.29	M1284102924RC_pyr.tif
-X	86.96	152.79	M1284095952RC_pyr.tif
-X	84.31	171.43	M1284102924LC_pyr.tif
-X	86.85	176.14	M1284123999RC_pyr.tif
-X	84.29	176.39	M1284123999LC_pyr.tif
-X	84.01	134.57	M1284131173LC_pyr.tif
-X	86.95	134.96	M1284131173RC_pyr.tif
-X	86.91	141.41	M1284145198RC_pyr.tif
+X	267.82	170.89	M1286427939LC_pyr.tif
-X	86.92	133.22	M1284152267RC_pyr.tif
+X	264.35	201.48	M1286428156RC_pyr.tif
+X	268.1	202.16	M1286428156LC_pyr.tif
+X	267.92	183.61	M1286435047LC_pyr.tif
+X	264.63	170.7	M1286427939RC_pyr.tif
-X	84.06	141.05	M1284145198LC_pyr.tif
+X	264.53	183.22	M1286435047RC_pyr.tif
+X	264.61	168.91	M1286441965RC_pyr.tif
+X	267.77	169.07	M1286441965LC_pyr.tif
+X	264.3	202.21	M1286442202RC_pyr.tif
+X	268.07	202.9	M1286442202LC_pyr.tif
+X	267.98	194.2	M1286449159LC_pyr.tif
+X	264.39	192.96	M1286456173RC_pyr.tif
+X	267.76	171.65	M1286463042LC_pyr.tif
+X	267.96	193.51	M1286456173LC_pyr.tif
+X	264.4	193.63	M1286449159RC_pyr.tif
+X	264.55	171.44	M1286463042RC_pyr.tif
+X	264.26	201.35	M1286463257RC_pyr.tif
+X	264.52	173.93	M1286470079RC_pyr.tif
+X	267.77	174.17	M1286470079LC_pyr.tif
+X	264.18	205.52	M1286470311RC_pyr.tif
+X	268.02	202.03	M1286463257LC_pyr.tif
+X	268.05	206.26	M1286470311LC_pyr.tif
+X	264.46	180.6	M1286477145RC_pyr.tif
+X	267.82	180.96	M1286477145LC_pyr.tif
+X	267.78	177.35	M1286484146LC_pyr.tif
+X	264.48	177.06	M1286484146RC_pyr.tif
+X	264.29	196.96	M1286484287RC_pyr.tif
+X	264.43	182.02	M1286491194RC_pyr.tif
+X	267.95	197.58	M1286484287LC_pyr.tif
+X	267.81	182.4	M1286491194LC_pyr.tif
+X	267.97	200.96	M1286498354LC_pyr.tif
+X	264.22	200.29	M1286498354RC_pyr.tif
+X	264.49	171.88	M1286498141RC_pyr.tif
+X	267.7	172.09	M1286498141LC_pyr.tif
+X	268.03	183.4	M1288779571LC_pyr.tif
+X	267.92	179.7	M1288786516LC_pyr.tif
+X	264.5	179.16	M1288793532RC_pyr.tif
+X	264.43	182.99	M1288779571RC_pyr.tif
+X	267.89	179.47	M1288793532LC_pyr.tif
+X	264.38	182.6	M1288800624RC_pyr.tif
+X	267.97	183	M1288800624LC_pyr.tif
+X	267.89	180.65	M1288807596LC_pyr.tif
+X	264.43	180.31	M1288807596RC_pyr.tif
+X	264.43	179.79	M1288814605RC_pyr.tif
+X	264.51	179.39	M1288786516RC_pyr.tif
+X	267.87	180.11	M1288814605LC_pyr.tif
+X	264.51	175.61	M1288821537RC_pyr.tif
+X	267.73	175.83	M1288821537LC_pyr.tif
+X	264.5	175.84	M1288828568RC_pyr.tif
+X	267.73	176.07	M1288828568LC_pyr.tif
+X	267.98	185.14	M1288821742LC_pyr.tif
+X	264.26	184.69	M1288821742RC_pyr.tif
+X	264.19	186.4	M1288828796RC_pyr.tif
+X	268.01	186.89	M1288828796LC_pyr.tif
+X	264.35	181.65	M1288828693RC_pyr.tif
+X	267.89	182.02	M1288828693LC_pyr.tif
+X	264.5	174.46	M1288842575RC_pyr.tif
+X	267.91	183	M1288835733LC_pyr.tif
+X	267.88	182.04	M1288842733LC_pyr.tif
+X	264.33	181.66	M1288842733RC_pyr.tif
+X	267.66	174.65	M1288842575LC_pyr.tif
+X	264.31	182.6	M1288835733RC_pyr.tif
+X	267.69	176.03	M1288849619LC_pyr.tif
+X	267.94	185.4	M1288849824LC_pyr.tif
+X	264.46	175.8	M1288849619RC_pyr.tif
+X	264.21	184.94	M1288849824RC_pyr.tif
+X	268.02	179.61	M1291131247LC_pyr.tif
+X	267.94	178.65	M1291138207LC_pyr.tif
+X	264.4	178.39	M1291145230RC_pyr.tif
+X	264.43	178.4	M1291138207RC_pyr.tif
+X	264.34	179.32	M1291131247RC_pyr.tif
+X	267.92	178.64	M1291145230LC_pyr.tif
+X	267.72	176.53	M1291152130LC_pyr.tif
+X	264.55	176.36	M1291152130RC_pyr.tif
+X	264.35	178.76	M1291152279RC_pyr.tif
+X	267.94	179.03	M1291152279LC_pyr.tif
+X	264.17	180.06	M1291159394RC_pyr.tif
+X	267.83	177.9	M1291159225LC_pyr.tif
+X	264.45	177.26	M1291166241RC_pyr.tif
+X	268.03	180.37	M1291159394LC_pyr.tif
+X	264.43	177.67	M1291159225RC_pyr.tif
+X	267.78	177.47	M1291166241LC_pyr.tif
+X	267.88	178.61	M1291166298LC_pyr.tif
+X	264.36	178.36	M1291166298RC_pyr.tif
+X	267.78	177.58	M1291173274LC_pyr.tif
+X	264.43	177.37	M1291173274RC_pyr.tif
+X	267.84	178.36	M1291180349LC_pyr.tif
+X	264.36	178.12	M1291180349RC_pyr.tif
+X	264.35	178.3	M1291173316RC_pyr.tif
+X	267.86	178.54	M1291173316LC_pyr.tif
+X	267.92	179.41	M1291180398LC_pyr.tif
+X	264.24	179.13	M1291180398RC_pyr.tif
+X	267.69	176.89	M1291187261LC_pyr.tif
+X	264.18	179.52	M1291187464RC_pyr.tif
+X	267.94	179.81	M1291187464LC_pyr.tif
+X	267.75	177.68	M1291201344LC_pyr.tif
+X	267.81	178.25	M1291194362LC_pyr.tif
+X	264.34	178.02	M1291194362RC_pyr.tif
+X	264.37	177.47	M1291201344RC_pyr.tif
+X	92.6	181.16	M1294652588LC_pyr.tif
+X	264.46	176.71	M1291187261RC_pyr.tif
+X	95.28	181.62	M1294659645RC_pyr.tif
+X	92.66	182	M1294659645LC_pyr.tif
+X	95.33	180.88	M1294666639RC_pyr.tif
+X	95.25	183.12	M1294673754RC_pyr.tif
+X	92.77	183.55	M1294673754LC_pyr.tif
+X	92.55	179.33	M1294673593LC_pyr.tif
+X	92.63	181.23	M1294666639LC_pyr.tif
+X	95.45	179.04	M1294673593RC_pyr.tif
+X	95.41	179.93	M1294680649RC_pyr.tif
+X	92.61	180.25	M1294680649LC_pyr.tif
+X	92.78	183.11	M1294694809LC_pyr.tif
+X	95.6	177.26	M1294694592RC_pyr.tif
+X	92.51	177.49	M1294694592LC_pyr.tif
+X	95.31	182.7	M1294694809RC_pyr.tif
+X	95.33	182.09	M1294708834RC_pyr.tif
+X	92.8	183.41	M1294701845LC_pyr.tif
+X	95.29	182.99	M1294701845RC_pyr.tif
+X	92.6	179.3	M1294715737LC_pyr.tif
+X	95.43	180.16	M1294722806RC_pyr.tif
+X	92.66	180.49	M1294722806LC_pyr.tif
+X	95.33	182.04	M1294729904RC_pyr.tif
+X	92.75	182.43	M1294729904LC_pyr.tif
+X	92.75	182.48	M1294708834LC_pyr.tif
+X	95.48	179.01	M1294715737RC_pyr.tif
+X	95.4	173.76	M1297005777RC_pyr.tif
+X	92.56	173.97	M1297005777LC_pyr.tif
+X	95.34	177.12	M1297012851RC_pyr.tif
+X	95.34	178.34	M1297019894RC_pyr.tif
+X	92.67	178.65	M1297019894LC_pyr.tif
+X	92.63	177.4	M1297012851LC_pyr.tif
+X	92.83	185.57	M1297027015LC_pyr.tif
+X	95.27	185.13	M1297027015RC_pyr.tif
+X	95.51	170.12	M1297026803RC_pyr.tif
+X	92.54	170.25	M1297026803LC_pyr.tif
+X	92.75	181.14	M1297033979LC_pyr.tif
+X	95.34	180.79	M1297033979RC_pyr.tif
+X	92.7	178.01	M1297040963LC_pyr.tif
+X	95.55	170.12	M1297047882RC_pyr.tif
+X	95.38	177.72	M1297040963RC_pyr.tif
+X	92.58	170.25	M1297047882LC_pyr.tif
+X	92.85	185.1	M1297055111LC_pyr.tif
+X	95.56	169.78	M1297054904RC_pyr.tif
+X	92.59	169.91	M1297054904LC_pyr.tif
+X	95.31	184.67	M1297055111RC_pyr.tif
+X	95.57	169.86	M1297061931RC_pyr.tif
+X	92.59	169.99	M1297061931LC_pyr.tif
+X	92.66	174.85	M1297069024LC_pyr.tif
+X	95.45	174.62	M1297069024RC_pyr.tif
+X	92.58	132.85	M1299360004LC_pyr.tif
+X	95.46	133.43	M1299360004RC_pyr.tif
+X	95.31	178.39	M1299367173RC_pyr.tif
+X	95.58	121.7	M1299366964RC_pyr.tif
+X	92.76	178.66	M1299367173LC_pyr.tif
+X	92.51	121.14	M1299366964LC_pyr.tif
+X	92.61	133.79	M1299374075LC_pyr.tif
+X	95.47	134.38	M1299374075RC_pyr.tif
+X	95.55	126.67	M1299381069RC_pyr.tif
+X	92.59	126.07	M1299381069LC_pyr.tif
+X	92.64	131.78	M1299388133LC_pyr.tif
+X	95.51	132.38	M1299388133RC_pyr.tif
+X	95.53	128.98	M1299409218RC_pyr.tif
+X	92.64	128.36	M1299409218LC_pyr.tif
+X	95.41	154.26	M1299395245RC_pyr.tif
+X	92.73	153.86	M1299395245LC_pyr.tif
+X	95.5	133.87	M1299416276RC_pyr.tif
+X	92.67	133.24	M1299416276LC_pyr.tif
+X	92.86	189.19	M1299430480LC_pyr.tif
+X	95.35	188.58	M1299430480RC_pyr.tif
+X	92.66	129.57	M1299423291LC_pyr.tif
+X	95.53	130.21	M1299423291RC_pyr.tif
-X	272.84	201.23	M1301708226RC_pyr.tif
-X	276.51	201.95	M1301708226LC_pyr.tif
-X	276.62	206.48	M1301715213LC_pyr.tif
-X	272.83	205.68	M1301715213RC_pyr.tif
-X	276.21	181.09	M1301715439LC_pyr.tif
-X	273	180.73	M1301715439RC_pyr.tif
-X	276.33	188.14	M1301729448LC_pyr.tif
-X	272.98	187.66	M1301729448RC_pyr.tif
-X	272.92	193.46	M1301722361RC_pyr.tif
-X	276.39	194.04	M1301722361LC_pyr.tif
-X	276.55	201.21	M1301736357LC_pyr.tif
-X	272.9	200.51	M1301736357RC_pyr.tif
-X	273.02	185.46	M1301750562RC_pyr.tif
-X	273	186.83	M1301743522RC_pyr.tif
-X	276.68	205.82	M1301757403LC_pyr.tif
-X	272.9	205.03	M1301757403RC_pyr.tif
-X	276.33	185.9	M1301750562LC_pyr.tif
-X	276.33	187.29	M1301743522LC_pyr.tif
-X	273.06	180.78	M1301757628RC_pyr.tif
-X	272.91	202.37	M1301764462RC_pyr.tif
-X	276.27	181.14	M1301757628LC_pyr.tif
-X	276.62	203.11	M1301764462LC_pyr.tif
-X	276.26	179.72	M1301764671LC_pyr.tif
-X	273.08	179.39	M1301764671RC_pyr.tif
-X	272.95	197.35	M1301778573RC_pyr.tif
-X	272.91	202.96	M1301771486RC_pyr.tif
-X	276.63	203.7	M1301771486LC_pyr.tif
-X	276.52	198	M1301778573LC_pyr.tif
-X	276.64	191.52	M1304056402LC_pyr.tif
-X	272.82	190.89	M1304056402RC_pyr.tif
-X	276.71	191.87	M1304070450LC_pyr.tif
-X	272.85	191.23	M1304070450RC_pyr.tif
-X	276.47	188.09	M1304063521LC_pyr.tif
-X	272.89	187.55	M1304063521RC_pyr.tif
-X	272.91	188.29	M1304077557RC_pyr.tif
-X	273.02	182.23	M1304070687RC_pyr.tif
-X	276.27	182.62	M1304070687LC_pyr.tif
-X	276.55	188.86	M1304077557LC_pyr.tif
-X	276.48	186.59	M1304091672LC_pyr.tif
-X	276.6	189.33	M1304084573LC_pyr.tif
-X	276.41	184.65	M1304098750LC_pyr.tif
-X	273.03	184.2	M1304098750RC_pyr.tif
-X	272.91	188.75	M1304084573RC_pyr.tif
-X	272.98	186.09	M1304091672RC_pyr.tif
-X	276.85	192.44	M1304105574LC_pyr.tif
-X	272.9	191.77	M1304105574RC_pyr.tif
-X	272.89	191.46	M1304112616RC_pyr.tif
-X	276.75	192.12	M1304112616LC_pyr.tif
-X	273.04	183.69	M1304112827RC_pyr.tif
-X	276.41	184.48	M1304105783LC_pyr.tif
-X	273.04	184.04	M1304105783RC_pyr.tif
-X	276.76	192.22	M1304119642LC_pyr.tif
-X	276.34	184.12	M1304112827LC_pyr.tif
-X	272.9	191.56	M1304119642RC_pyr.tif
-X	272.99	186.17	M1304126818RC_pyr.tif
-X	273.09	182.31	M1304133963RC_pyr.tif
-X	276.3	182.7	M1304133963LC_pyr.tif
-X	276.34	184.29	M1304119851LC_pyr.tif
-X	276.44	186.68	M1304126818LC_pyr.tif
-X	273.04	183.85	M1304119851RC_pyr.tif
-X	86.75	177.12	M1309940534RC_pyr.tif
-X	84.09	174.86	M1309947642LC_pyr.tif
-X	86.79	174.68	M1309947642RC_pyr.tif
-X	84.23	177.36	M1309940534LC_pyr.tif
-X	86.89	170.3	M1309940738RC_pyr.tif
-X	86.83	173.14	M1309947676RC_pyr.tif
-X	83.99	173.22	M1309954700LC_pyr.tif
-X	84	173.27	M1309947676LC_pyr.tif
-X	86.81	173.09	M1309954700RC_pyr.tif
-X	83.99	173.48	M1309961715LC_pyr.tif
-X	86.68	177.39	M1309968624RC_pyr.tif
-X	84.18	177.64	M1309968624LC_pyr.tif
-X	83.78	170.55	M1309968824LC_pyr.tif
-X	83.82	170.34	M1309940738LC_pyr.tif
-X	86.79	173.34	M1309961715RC_pyr.tif
-X	86.82	170.5	M1309968824RC_pyr.tif
-X	83.96	173.54	M1309975761LC_pyr.tif
-X	83.9	172.63	M1309982810LC_pyr.tif
-X	84.01	174.83	M1309989771LC_pyr.tif
-X	86.76	173.4	M1309975761RC_pyr.tif
-X	86.71	174.65	M1309989771RC_pyr.tif
-X	86.76	172.51	M1309982810RC_pyr.tif
-X	86.67	175.98	M1309996756RC_pyr.tif
-X	84.07	176.19	M1309996756LC_pyr.tif
-X	84.11	177.43	M1310003746LC_pyr.tif
-X	86.62	177.18	M1310003746RC_pyr.tif
-X	86.76	170.25	M1310003945RC_pyr.tif
-X	84.02	166.45	M1312286064LC_pyr.tif
-X	86.83	165.8	M1312293079RC_pyr.tif
-X	83.71	170.3	M1310003945LC_pyr.tif
-X	83.94	165.14	M1312307129LC_pyr.tif
-X	84.03	168.37	M1312300074LC_pyr.tif
-X	86.67	178.41	M1312314008RC_pyr.tif
-X	83.99	165.9	M1312293079LC_pyr.tif
-X	83.75	158.59	M1312314225LC_pyr.tif
-X	84.18	178.72	M1312314008LC_pyr.tif
-X	86.8	168.23	M1312300074RC_pyr.tif
-X	86.83	158.61	M1312314225RC_pyr.tif
-X	83.89	164.08	M1312321181LC_pyr.tif
-X	86.6	182.12	M1312328012RC_pyr.tif
-X	84.2	182.5	M1312328012LC_pyr.tif
-X	83.87	163.96	M1312328212LC_pyr.tif
-X	86.76	163.89	M1312328212RC_pyr.tif
-X	86.8	165.05	M1312307129RC_pyr.tif
-X	86.77	164.01	M1312321181RC_pyr.tif
-X	83.84	163.28	M1312335235LC_pyr.tif
-X	86.75	163.22	M1312335235RC_pyr.tif
-X	86.7	166.81	M1312349232RC_pyr.tif
-X	83.91	166.94	M1312349232LC_pyr.tif
-X	83.87	165.69	M1312356278LC_pyr.tif
-X	83.88	165.06	M1312342232LC_pyr.tif
-X	86.74	164.97	M1312342232RC_pyr.tif
-X	86.7	165.59	M1312356278RC_pyr.tif
-X	86.72	161.89	M1312356306RC_pyr.tif
-X	83.78	161.93	M1312356306LC_pyr.tif
-X	86.72	160.4	M1312363343RC_pyr.tif
-X	86.83	94.57	M1314636724RC_pyr.tif
-X	86.72	181.25	M1314643635RC_pyr.tif
-X	84.17	243.5	M1314650646LC_pyr.tif
-X	86.69	225.15	M1314650646RC_pyr.tif
-X	84.01	93.53	M1314636724LC_pyr.tif
-X	83.73	160.41	M1312363343LC_pyr.tif
-X	86.82	91.34	M1314650850RC_pyr.tif
-X	86.66	259.93	M1314657649RC_pyr.tif
-X	84.17	268.29	M1314657649LC_pyr.tif
-X	84.19	181.39	M1314643635LC_pyr.tif
-X	83.71	90.26	M1314657863LC_pyr.tif
-X	83.72	90.79	M1314650850LC_pyr.tif
-X	86.79	90.82	M1314657863RC_pyr.tif
-X	86.65	263.94	M1314664670RC_pyr.tif
-X	86.62	270.88	M1314671666RC_pyr.tif
-X	84.16	276.1	M1314671666LC_pyr.tif
-X	84.15	276.16	M1314664670LC_pyr.tif
-X	83.76	89.14	M1314671874LC_pyr.tif
-X	86.67	85.85	M1314678741RC_pyr.tif
-X	86.67	84.96	M1314685770RC_pyr.tif
-X	86.78	89.75	M1314671874RC_pyr.tif
-X	84.02	82.3	M1314685770LC_pyr.tif
-X	86.6	288.66	M1314692727RC_pyr.tif
-X	84.1	296.5	M1314692727LC_pyr.tif
-X	84.05	81.93	M1314678741LC_pyr.tif
-X	86.73	88.3	M1314692939RC_pyr.tif
-X	86.69	86.23	M1314706909RC_pyr.tif
-X	86.69	86.75	M1314713975RC_pyr.tif
-X	83.93	83.25	M1314699834LC_pyr.tif
-X	86.67	84.69	M1314699834RC_pyr.tif
-X	83.64	87.74	M1314692939LC_pyr.tif
-X	83.63	86.17	M1314713975LC_pyr.tif
+X	264.36	176.99	M1316995072RC_pyr.tif
+X	267.65	177.28	M1316995072LC_pyr.tif
+X	264.15	191.79	M1316995216RC_pyr.tif
+X	267.81	188.03	M1316988146LC_pyr.tif
+X	267.84	192.34	M1316995216LC_pyr.tif
+X	267.77	188.5	M1317002207LC_pyr.tif
+X	264.37	172.38	M1317009076RC_pyr.tif
+X	264.25	187.56	M1316988146RC_pyr.tif
+X	264.2	188.02	M1317002207RC_pyr.tif
+X	267.54	172.59	M1317009076LC_pyr.tif
+X	264.17	188.13	M1317009234RC_pyr.tif
+X	267.76	188.61	M1317009234LC_pyr.tif
+X	267.75	190.33	M1317023307LC_pyr.tif
+X	264.11	189.81	M1317023307RC_pyr.tif
+X	267.78	191.54	M1317016292LC_pyr.tif
+X	264.11	191.01	M1317016292RC_pyr.tif
+X	267.52	173.9	M1317030167LC_pyr.tif
+X	264.32	173.67	M1317030167RC_pyr.tif
+X	267.45	171.7	M1317051225LC_pyr.tif
+X	264.03	192.57	M1317044420RC_pyr.tif
+X	267.75	193.13	M1317044420LC_pyr.tif
+X	264.3	171.51	M1317051225RC_pyr.tif
+X	264.23	177.16	M1317058312RC_pyr.tif
+X	267.78	196.79	M1317051487LC_pyr.tif
+X	263.93	196.16	M1317051487RC_pyr.tif
+X	267.52	177.45	M1317058312LC_pyr.tif
+X	264.24	179.8	M1319342670RC_pyr.tif
+X	264.34	177.66	M1319335576RC_pyr.tif
+X	267.68	177.92	M1319335576LC_pyr.tif
+X	267.74	180.13	M1319342670LC_pyr.tif
+X	267.73	180.26	M1319349703LC_pyr.tif
+X	264.22	179.94	M1319349703RC_pyr.tif
+X	264.17	179.88	M1319370796RC_pyr.tif
+X	256.9	181.24	M1319356763LC_pyr.tif
+X	264.16	179.8	M1319377825RC_pyr.tif
+X	267.68	180.21	M1319370796LC_pyr.tif
+X	264.19	178.53	M1319384819RC_pyr.tif
+X	267.67	180.12	M1319377825LC_pyr.tif
+X	267.6	178.82	M1319384819LC_pyr.tif
+X	267.55	177.62	M1319391817LC_pyr.tif
+X	264.22	177.37	M1319391817RC_pyr.tif
+X	267.65	181.04	M1319405977LC_pyr.tif
+X	264.07	180.69	M1319405977RC_pyr.tif
+X	267.59	179.91	M1319412973LC_pyr.tif
+X	92.86	179.62	M1325211352LC_pyr.tif
